raceId,constructorId,mean_pit_stop
1012,6,23.053
1012,9,22.604
1012,51,24.736
1012,131,23.13
1012,210,23.532
1012,211,23.571
1013,1,20.551
1013,3,19.607
1013,4,21.026
1013,5,20.867
1013,6,20.073
1013,9,20.973
1013,51,21.088
1013,131,19.999
1013,210,20.628
1013,211,22.019
1014,1,21.531
1014,3,22.096
1014,4,22.425
1014,5,29.202
1014,6,22.668
1014,9,22.404
1014,51,22.695
1014,131,22.207
1014,210,22.532
1014,211,22.999
1015,1,24.41
1015,3,25.056
1015,4,24.9
1015,5,24.542
1015,6,25.384
1015,9,24.01
1015,51,30.975
1015,131,24.691
1015,210,24.819
1015,211,26.527
1016,1,24.727
1016,3,24.005
1016,4,23.978
1016,5,30.888
1016,6,23.757
1016,9,23.456
1016,51,24.631
1016,131,23.704
1016,210,24.226
1016,211,23.902
1017,1,30.248
1017,3,33.079
1017,4,30.958
1017,5,30.256
1017,6,30.238
1017,9,30.173
1017,51,30.838
1017,131,30.299
1017,210,30.834
1017,211,34.068
1018,1,21.406
1018,3,22.148
1018,4,22.145
1018,5,23.158
1018,6,23.122
1018,9,21.675
1018,51,21.69
1018,131,26.31
1018,210,21.01
1018,211,22.156
1019,1,28.058
1019,3,29.47
1019,4,28.574
1019,5,29.047
1019,6,30.849
1019,9,27.894
1019,51,28.364
1019,131,28.525
1019,210,33.165
1019,211,31.303
1020,1,21.136
1020,3,20.849
1020,4,21.024
1020,5,21.662
1020,6,20.818
1020,9,21.329
1020,51,22.902
1020,131,26.376
1020,210,21.667
1020,211,21.308
1021,1,23.949
1021,3,21.544
1021,4,22.116
1021,5,23.339
1021,6,23.197
1021,9,21.658
1021,51,22.712
1021,131,24.836
1021,210,21.826
1021,211,21.85
1022,1,41.236
1022,3,23.344
1022,4,24.698
1022,5,22.803
1022,6,22.699
1022,9,22.506
1022,51,28.496
1022,131,23.038
1022,210,22.748
1022,211,23.719
1023,1,25.66
1023,3,26.633
1023,4,24.206
1023,5,24.421
1023,6,28.126
1023,9,28.448
1023,51,27.553
1023,131,23.781
1023,210,25.245
1023,211,22.866
1024,1,30.51
1024,3,32.702
1024,4,29.824
1024,5,31.997
1024,6,29.276
1024,9,28.726
1024,51,29.341
1024,131,29.082
1024,210,33.338
1024,211,31.803
1025,1,29.696
1025,3,30.207
1025,4,33.36
1025,5,30.086
1025,6,29.603
1025,9,29.916
1025,51,32.492
1025,131,29.594
1025,210,30.509
1025,211,30.22
1026,1,24.257
1026,3,24.499
1026,4,23.712
1026,5,23.236
1026,6,24.921
1026,9,23.328
1026,51,23.599
1026,131,23.332
1026,210,23.869
1026,211,23.158
1027,1,22.21
1027,3,23.354
1027,4,22.414
1027,5,22.458
1027,6,23.217
1027,9,22.896
1027,51,29.709
1027,131,22.224
1027,210,23.606
1027,211,22.551
1028,1,25.079
1028,3,25.538
1028,4,23.893
1028,5,24.933
1028,6,26.501
1028,9,25.636
1028,51,24.666
1028,131,23.971
1028,210,24.748
1028,211,24.656
1029,1,23.169
1029,3,24.186
1029,4,25.988
1029,5,23.161
1029,6,23.046
1029,9,22.842
1029,51,23.496
1029,131,23.078
1029,210,23.654
1029,211,23.602
1030,1,22.123
1030,3,21.98
1030,4,21.702
1030,5,21.496
1030,6,22.65
1030,9,21.526
1030,51,22.192
1030,131,21.662
1030,210,21.749
1030,211,24.283
1031,1,21.57
1031,3,21.22
1031,4,20.654
1031,6,21.296
1031,9,20.052
1031,51,22.187
1031,131,19.14
1031,210,23.28
1031,211,19.464
1031,213,21.285
1032,1,23.421
1032,3,22.221
1032,4,21.603
1032,6,39.715
1032,9,21.178
1032,51,21.563
1032,131,21.553
1032,210,22.21
1032,211,22.44
1032,213,22.142
1033,1,23.831
1033,3,24.808
1033,4,22.534
1033,6,23.749
1033,9,22.004
1033,51,23.325
1033,131,22.022
1033,210,23.106
1033,211,22.597
1033,213,22.998
1034,1,31.685
1034,3,30.336
1034,4,30.164
1034,6,29.48
1034,9,29.656
1034,51,36.343
1034,131,30.993
1034,210,33.816
1034,211,28.716
1034,213,29.414
1035,1,30.365
1035,3,28.541
1035,4,28.226
1035,6,28.646
1035,9,28.594
1035,51,28.294
1035,131,28.601
1035,210,29.376
1035,211,28.462
1035,213,28.266
1036,1,22.026
1036,3,22.348
1036,4,22.102
1036,6,22.047
1036,9,21.65
1036,51,22.137
1036,131,22.458
1036,210,23.79
1036,211,22.46
1036,213,22.438
1037,1,23.046
1037,3,23.504
1037,4,23.946
1037,6,26.253
1037,9,23.026
1037,51,22.96
1037,131,24.423
1037,210,24.71
1037,211,23.432
1037,213,23.225
1038,1,773.347
1038,3,775.663
1038,4,774.412
1038,6,24.344
1038,9,776.713
1038,51,624.548
1038,131,623.97
1038,210,532.067
1038,211,1022.997
1038,213,773.508
1039,1,561.057
1039,3,556.337
1039,4,470.243
1039,6,509.005
1039,9,560.791
1039,51,456.895
1039,131,560.267
1039,210,541.003
1039,211,535.616
1039,213,559.912
1040,1,34.238
1040,3,29.784
1040,4,30.09
1040,6,29.828
1040,9,29.69
1040,51,31.542
1040,131,35.551
1040,210,30.077
1040,211,29.602
1040,213,29.614
1041,1,22.378
1041,3,23.765
1041,4,22.344
1041,6,23.163
1041,9,22.745
1041,51,25.284
1041,131,23.263
1041,210,23.255
1041,211,22.72
1041,213,24.724
1042,1,29.952
1042,3,29.865
1042,4,27.767
1042,6,26.803
1042,9,26.188
1042,51,27.767
1042,131,26.837
1042,210,27.142
1042,211,31.652
1042,213,29.119
1043,1,30.112
1043,3,29.8
1043,4,30.382
1043,6,33.558
1043,9,29.583
1043,51,29.804
1043,131,30.259
1043,210,30.776
1043,211,32.785
1043,213,30.043
1044,1,23.454
1044,3,26.729
1044,4,23.968
1044,6,24.346
1044,9,22.931
1044,51,27.683
1044,131,23.37
1044,210,59.156
1044,211,24.181
1044,213,23.458
1045,1,401.758
1045,3,403.456
1045,4,403.239
1045,6,401.928
1045,9,349.948
1045,51,403.829
1045,131,349.419
1045,210,311.751
1045,211,591.618
1045,213,481.867
1046,1,24.536
1046,3,28.719
1046,4,24.528
1046,6,26.368
1046,9,23.76
1046,51,25.393
1046,131,29.976
1046,210,26.159
1046,211,24.468
1046,213,24.497
1047,1,21.99
1047,3,21.942
1047,4,21.869
1047,6,22.109
1047,9,21.398
1047,51,21.746
1047,131,21.996
1047,210,24.772
1047,211,22.036
1047,213,23.862
1051,1,25.811
1051,3,28.979
1051,6,25.719
1051,9,25.356
1051,51,25.785
1051,117,25.941
1051,131,28.986
1051,210,26.198
1051,213,26.018
1051,214,25.754
1052,1,24.97
1052,3,24.724
1052,6,24.449
1052,9,24.181
1052,51,26.094
1052,117,25.012
1052,131,26.128
1052,210,25.57
1052,213,27.402
1052,214,24.711
1053,1,806.194
1053,3,29.983
1053,6,813.388
1053,9,819.234
1053,51,457.791
1053,117,399.462
1053,131,332.216
1053,210,406.84
1053,213,451.19
1053,214,400.595
1054,1,23.978
1054,3,23.904
1054,6,23.526
1054,9,24.069
1054,51,23.961
1054,117,23.373
1054,131,24.065
1054,210,23.952
1054,213,23.476
1054,214,23.344
1055,1,22.125
1055,3,23.247
1055,6,21.885
1055,9,22.221
1055,51,33.039
1055,117,22.062
1055,131,22.062
1055,210,22.979
1055,213,27.054
1055,214,22.773
1056,1,24.294
1056,3,23.816
1056,6,24.15
1056,9,24.147
1056,51,24.299
1056,117,23.922
1056,131,24.014
1056,210,25.0
1056,213,24.429
1056,214,23.869
1057,1,682.841
1057,3,694.656
1057,6,680.896
1057,9,513.846
1057,51,589.193
1057,117,678.401
1057,131,685.959
1057,210,376.543
1057,213,679.299
1057,214,517.527
1058,1,21.551
1058,3,32.999
1058,6,23.845
1058,9,21.791
1058,51,21.218
1058,117,21.241
1058,131,21.537
1058,210,22.58
1058,213,21.234
1058,214,21.184
1059,1,30.241
1059,3,29.934
1059,6,30.9
1059,9,29.869
1059,51,30.956
1059,117,31.032
1059,131,30.418
1059,210,31.22
1059,213,30.504
1059,214,30.748
1060,1,23.812
1060,3,21.379
1060,6,21.287
1060,9,21.354
1060,51,23.382
1060,117,21.197
1060,131,21.166
1060,210,22.327
1060,213,22.791
1060,214,22.663
1061,1,1041.006
1061,3,1051.266
1061,6,1043.199
1061,9,540.307
1061,51,1047.37
1061,117,1044.86
1061,131,1041.5
1061,210,1052.819
1061,213,845.788
1061,214,1046.022
1062,1,387.877
1062,3,504.211
1062,6,505.755
1062,9,311.212
1062,51,346.868
1062,117,505.158
1062,131,378.428
1062,210,599.421
1062,213,436.64
1062,214,504.163
1064,1,19.946
1064,3,21.604
1064,6,19.908
1064,9,18.89
1064,51,19.6
1064,117,18.911
1064,131,19.689
1064,210,26.717
1064,213,19.507
1064,214,19.129
1065,1,23.99
1065,3,24.162
1065,6,24.42
1065,9,28.181
1065,51,30.747
1065,117,25.31
1065,131,24.964
1065,210,26.341
1065,214,27.565
1066,1,31.782
1066,3,30.934
1066,6,31.472
1066,9,32.234
1066,51,31.069
1066,117,33.684
1066,131,29.857
1066,210,31.351
1066,213,30.667
1066,214,31.006
1067,1,23.133
1067,3,23.828
1067,6,26.0
1067,9,22.452
1067,51,23.157
1067,117,27.508
1067,131,22.823
1067,210,23.86
1067,213,26.319
1067,214,29.116
1069,1,24.536
1069,3,26.204
1069,6,24.524
1069,9,24.1
1069,51,23.944
1069,117,24.027
1069,131,24.055
1069,210,25.599
1069,213,23.692
1069,214,27.091
1070,1,27.825
1070,3,22.801
1070,6,22.058
1070,9,22.011
1070,51,22.314
1070,117,23.973
1070,131,25.125
1070,210,24.366
1070,213,22.549
1070,214,23.542
1071,1,20.876
1071,3,20.996
1071,6,20.543
1071,9,20.71
1071,51,20.673
1071,117,20.618
1071,131,20.472
1071,210,23.482
1071,213,22.836
1071,214,20.073
1072,1,847.835
1072,3,638.133
1072,6,843.404
1072,9,776.824
1072,51,848.401
1072,117,852.427
1072,131,701.699
1072,210,1019.226
1072,213,845.797
1072,214,708.099
1073,1,21.764
1073,3,21.241
1073,6,21.949
1073,9,21.458
1073,51,22.31
1073,117,22.057
1073,131,21.632
1073,210,22.097
1073,213,22.104
1073,214,21.49
1074,1,25.308
1074,3,24.899
1074,6,24.591
1074,9,24.734
1074,51,25.934
1074,117,26.26
1074,131,25.562
1074,210,25.641
1074,213,25.017
1074,214,25.815
1075,1,20.516
1075,3,20.683
1075,6,21.28
1075,9,20.606
1075,51,23.527
1075,117,21.882
1075,131,21.602
1075,210,22.374
1075,213,22.82
1075,214,21.342
1076,1,17.853
1076,3,18.778
1076,6,17.973
1076,9,17.858
1076,51,18.396
1076,117,19.068
1076,131,18.178
1076,210,19.075
1076,213,18.684
1076,214,18.773
1077,1,30.752
1077,3,30.959
1077,6,32.799
1077,9,29.984
1077,51,36.58
1077,117,31.576
1077,131,31.91
1077,210,32.023
1077,213,30.388
1077,214,31.409
1078,1,19.583
1078,3,19.622
1078,6,20.88
1078,9,18.583
1078,51,19.614
1078,117,19.468
1078,131,18.928
1078,210,23.307
1078,213,19.26
1078,214,20.328
1079,1,22.35
1079,3,23.01
1079,6,22.076
1079,9,21.904
1079,51,22.879
1079,117,23.006
1079,131,23.735
1079,210,25.055
1079,213,23.332
1079,214,22.803
1080,1,408.666
1080,3,360.9
1080,6,486.005
1080,9,408.42
1080,51,603.098
1080,117,354.241
1080,131,487.696
1080,210,32.246
1080,213,354.931
1080,214,604.486
1081,1,21.618
1081,3,24.645
1081,6,23.212
1081,9,21.98
1081,51,21.99
1081,117,21.154
1081,131,20.842
1081,210,23.586
1081,213,29.094
1081,214,21.604
1082,1,29.984
1082,3,25.347
1082,6,25.098
1082,9,23.96
1082,51,24.783
1082,117,24.113
1082,131,23.926
1082,210,38.262
1082,213,23.467
1082,214,24.637
1083,1,893.477
1083,3,1036.39
1083,6,1230.785
1083,9,889.279
1083,51,3055.732
1083,117,1042.186
1083,131,1035.24
1083,210,1243.648
1083,213,1230.93
1083,214,1218.875
1084,1,23.313
1084,3,21.838
1084,6,21.441
1084,9,22.116
1084,51,24.63
1084,117,21.77
1084,131,26.414
1084,210,22.323
1084,213,23.4
1084,214,22.299
1085,1,36.902
1085,3,37.273
1085,6,41.875
1085,9,36.664
1085,51,40.402
1085,117,38.258
1085,131,37.733
1085,210,36.722
1085,213,36.808
1085,214,40.636
1086,1,22.125
1086,3,25.072
1086,6,22.313
1086,9,21.216
1086,51,24.27
1086,117,22.456
1086,131,22.075
1086,210,24.303
1086,213,21.777
1086,214,22.832
1087,1,23.207
1087,3,26.231
1087,6,23.203
1087,9,22.551
1087,51,23.554
1087,117,23.24
1087,131,22.901
1087,210,24.838
1087,213,24.927
1087,214,23.399
1088,1,19.413
1088,3,18.673
1088,6,20.301
1088,9,17.994
1088,51,20.014
1088,117,18.535
1088,131,18.972
1088,210,20.673
1088,213,22.969
1088,214,18.656
1089,1,25.554
1089,3,25.224
1089,6,23.881
1089,9,23.72
1089,51,25.062
1089,117,24.254
1089,131,24.49
1089,210,26.609
1089,213,24.43
1089,214,24.336
1091,1,30.737
1091,6,31.33
1091,9,29.577
1091,51,32.167
1091,117,29.784
1091,131,32.843
1091,210,34.443
1091,213,30.58
1092,1,214.494
1092,3,216.229
1092,6,207.936
1092,9,207.386
1092,51,178.251
1092,117,176.441
1092,131,212.837
1092,210,213.272
1092,213,135.705
1092,214,172.768
1093,1,24.592
1093,3,24.613
1093,6,24.034
1093,9,26.081
1093,51,25.785
1093,117,29.294
1093,131,25.398
1093,210,26.3
1093,213,24.879
1093,214,28.276
1094,1,22.432
1094,3,23.682
1094,6,22.831
1094,9,23.69
1094,51,24.04
1094,117,23.054
1094,131,23.036
1094,210,23.7
1094,213,25.818
1094,214,22.751
1095,1,27.004
1095,3,24.629
1095,6,24.814
1095,9,26.549
1095,51,24.492
1095,117,23.877
1095,131,23.624
1095,210,24.822
1095,213,23.394
1095,214,24.887
1096,1,21.895
1096,3,22.797
1096,6,21.905
1096,9,21.821
1096,51,22.722
1096,117,22.267
1096,131,24.481
1096,210,22.731
1096,213,21.903
1096,214,21.79
1098,1,32.556
1098,3,25.125
1098,6,24.429
1098,9,24.638
1098,51,26.456
1098,117,25.189
1098,131,25.21
1098,210,27.805
1098,213,25.142
1098,214,31.074
1099,1,27.443
1099,3,21.23
1099,6,20.393
1099,9,20.77
1099,51,21.698
1099,117,24.014
1099,131,20.965
1099,210,21.218
1099,213,21.265
1099,214,20.74
1100,1,1052.111
1100,3,300.133
1100,6,922.955
1100,9,919.048
1100,51,667.953
1100,117,1215.753
1100,131,921.251
1100,210,927.422
1100,213,677.385
1100,214,727.599
1101,1,20.624
1101,3,21.059
1101,6,21.548
1101,9,20.548
1101,51,21.645
1101,117,23.154
1101,131,20.724
1101,210,27.85
1101,213,20.497
1101,214,20.59
1102,1,23.148
1102,3,35.71
1102,6,22.173
1102,9,22.286
1102,51,22.977
1102,117,22.641
1102,131,22.242
1102,210,22.868
1102,213,22.938
1102,214,22.18
1104,1,27.981
1104,3,25.875
1104,6,25.864
1104,9,26.909
1104,51,27.265
1104,117,24.995
1104,131,27.42
1104,210,35.986
1104,213,29.123
1104,214,26.098
1105,1,25.576
1105,3,23.294
1105,6,22.369
1105,9,21.978
1105,51,23.527
1105,117,22.795
1105,131,22.409
1105,210,23.209
1105,213,22.171
1105,214,23.305
1106,1,24.424
1106,3,25.064
1106,6,24.238
1106,9,23.513
1106,51,25.236
1106,117,23.877
1106,131,45.677
1106,210,24.626
1106,213,24.979
1106,214,24.933
1107,1,21.924
1107,3,21.343
1107,6,22.089
1107,9,20.15
1107,51,22.44
1107,117,20.833
1107,131,21.34
1107,210,22.632
1107,213,22.008
1107,214,22.766
1108,1,28.546
1108,3,29.24
1108,6,28.639
1108,9,28.558
1108,51,30.48
1108,117,28.62
1108,131,29.312
1108,210,35.988
1108,213,28.403
1108,214,28.458
1109,1,21.543
1109,3,22.509
1109,6,23.327
1109,9,21.457
1109,51,24.355
1109,117,22.845
1109,131,21.816
1109,210,22.446
1109,213,22.878
1110,1,24.378
1110,3,23.793
1110,6,23.225
1110,9,23.073
1110,51,23.91
1110,117,24.093
1110,131,23.276
1110,210,24.255
1110,213,22.87
1110,214,24.029
1111,1,463.671
1111,3,630.919
1111,6,368.965
1111,9,430.608
1111,51,286.999
1111,117,423.958
1111,131,425.408
1111,210,457.114
1111,213,423.404
1111,214,462.697
1112,1,26.553
1112,3,24.658
1112,6,24.557
1112,9,24.024
1112,51,25.004
1112,117,25.232
1112,131,24.235
1112,210,24.962
1112,213,24.246
1112,214,25.437
1113,1,29.427
1113,3,38.622
1113,6,31.194
1113,9,29.338
1113,51,30.385
1113,117,41.689
1113,131,31.557
1113,210,33.35
1113,213,32.348
1113,214,30.778
1114,1,23.59
1114,3,42.815
1114,6,23.143
1114,9,439.765
1114,51,39.712
1114,117,23.94
1114,131,24.169
1114,210,23.638
1114,213,23.27
1114,214,24.996
1115,1,27.942
1115,3,29.158
1115,6,27.871
1115,9,30.047
1115,51,29.16
1115,117,28.606
1115,131,31.183
1115,210,30.794
1115,213,28.225
1115,214,30.096
1116,1,23.758
1116,3,24.864
1116,6,23.768
1116,9,24.181
1116,51,25.039
1116,117,24.572
1116,131,24.472
1116,210,25.173
1116,213,24.485
1116,214,24.39
1117,1,503.031
1117,3,625.831
1117,6,617.565
1117,9,417.978
1117,51,626.336
1117,117,626.237
1117,131,618.907
1117,210,422.204
1117,213,621.93
1117,214,824.874
1118,1,392.605
1118,3,374.296
1118,6,370.999
1118,9,368.346
1118,51,488.02
1118,117,369.002
1118,131,368.958
1118,210,375.893
1118,213,392.989
1118,214,332.787
1119,1,21.902
1119,3,21.304
1119,6,22.15
1119,9,25.794
1119,51,29.215
1119,117,24.328
1119,131,22.691
1119,210,22.772
1119,213,21.252
1119,214,22.013
1120,1,22.086
1120,3,22.023
1120,6,21.49
1120,9,21.414
1120,51,22.626
1120,117,21.959
1120,131,21.994
1120,210,22.217
1120,213,21.639
1120,214,22.91
1121,1,24.803
1121,3,27.087
1121,6,24.136
1121,9,24.588
1121,15,37.874
1121,117,24.714
1121,131,24.706
1121,210,27.231
1121,214,26.341
1121,215,24.723
1122,1,21.819
1122,3,22.684
1122,6,22.938
1122,9,21.402
1122,15,30.819
1122,117,22.129
1122,131,20.592
1122,210,21.248
1122,214,22.502
1122,215,42.529
1123,1,17.884
1123,3,17.75
1123,6,17.514
1123,9,17.667
1123,15,30.451
1123,117,18.008
1123,131,17.869
1123,210,18.229
1123,214,20.984
1123,215,18.018
1124,1,542.145
1124,3,414.576
1124,6,646.688
1124,9,540.937
1124,15,544.464
1124,117,468.928
1124,131,542.632
1124,210,647.866
1124,214,544.568
1124,215,543.799
1125,1,22.365
1125,3,23.196
1125,6,22.495
1125,9,22.281
1125,15,23.793
1125,117,34.814
1125,131,22.575
1125,210,23.76
1125,214,26.58
1125,215,22.715
1126,1,24.889
1126,3,22.669
1126,6,22.315
1126,9,22.093
1126,15,23.171
1126,117,22.681
1126,131,22.454
1126,210,25.853
1126,214,22.565
1126,215,22.346
1127,1,29.863
1127,3,32.772
1127,6,30.328
1127,9,30.042
1127,15,30.242
1127,117,30.438
1127,131,29.605
1127,210,30.526
1127,214,30.465
1127,215,29.848
1128,1,2361.592
1128,3,1599.125
1128,6,2342.549
1128,9,1198.242
1128,15,1207.268
1128,117,1206.35
1128,131,1589.655
1128,214,2381.893
1128,215,2381.694
1129,1,23.715
1129,3,24.778
1129,6,29.519
1129,9,26.684
1129,15,36.116
1129,117,24.861
1129,131,25.74
1129,210,26.085
1129,214,24.605
1129,215,26.576
1130,1,22.223
1130,3,22.512
1130,6,22.082
1130,9,21.8
1130,15,23.121
1130,117,22.447
1130,131,22.792
1130,210,24.392
1130,214,22.885
1130,215,22.237
1131,1,21.195
1131,3,23.977
1131,6,23.21
1131,9,23.852
1131,15,22.175
1131,117,24.124
1131,131,22.936
1131,210,21.88
1131,214,21.749
1131,215,21.822
1132,1,29.447
1132,3,31.599
1132,6,28.98
1132,9,29.386
1132,15,30.563
1132,117,29.38
1132,131,30.337
1132,210,29.967
1132,214,28.786
1132,215,29.602
1133,1,21.644
1133,3,22.113
1133,6,21.678
1133,9,21.474
1133,15,22.076
1133,117,22.464
1133,131,21.478
1133,210,22.29
1133,214,21.502
1133,215,21.31
1134,1,23.01
1134,3,23.446
1134,6,23.11
1134,9,22.826
1134,15,23.048
1134,117,23.042
1134,131,22.859
1134,210,23.483
1134,214,23.164
1134,215,22.808
1135,1,21.252
1135,3,21.435
1135,6,20.84
1135,9,21.86
1135,15,21.406
1135,117,21.367
1135,131,21.3
1135,210,21.511
1135,214,21.83
1135,215,21.024
1136,1,24.376
1136,3,24.974
1136,6,24.432
1136,9,25.276
1136,15,25.774
1136,117,24.765
1136,131,26.904
1136,210,33.708
1136,214,24.228
1136,215,30.317
1137,1,19.946
1137,3,20.441
1137,6,21.077
1137,9,20.833
1137,15,20.282
1137,117,20.47
1137,131,20.622
1137,210,21.446
1137,214,20.446
1137,215,21.453
1138,1,29.122
1138,3,29.449
1138,6,29.214
1138,9,29.322
1138,15,29.892
1138,117,29.534
1138,131,29.005
1138,210,30.269
1138,214,30.555
1138,215,29.674
1139,1,23.919
1139,3,27.782
1139,6,23.89
1139,9,23.904
1139,15,24.587
1139,117,25.323
1139,131,29.327
1139,210,24.184
1139,214,26.186
1139,215,24.016
1140,1,21.968
1140,3,23.895
1140,6,22.6
1140,9,28.888
1140,15,22.72
1140,117,22.592
1140,131,22.5
1140,210,23.205
1140,214,23.224
1140,215,26.442
1141,1,721.612
1141,3,25.263
1141,6,723.853
1141,9,953.737
1141,15,565.221
1141,117,723.99
1141,131,723.111
1141,210,314.687
1141,214,1408.14
1141,215,723.838
1142,1,22.347
1142,3,21.468
1142,6,21.21
1142,9,21.32
1142,15,22.291
1142,117,24.816
1142,131,21.117
1142,210,21.725
1142,214,20.242
1142,215,21.017
1143,1,28.349
1143,3,32.031
1143,6,29.399
1143,9,25.857
1143,15,28.879
1143,117,32.298
1143,131,28.478
1143,210,29.629
1143,214,27.332
1143,215,30.761
1144,1,25.877
1144,3,23.503
1144,6,21.574
1144,9,32.652
1144,15,30.978
1144,117,22.77
1144,131,21.675
1144,210,22.895
1144,214,22.069
1144,215,25.042
