raceId,constructorId,mean_pit_stop
963,131,23.894
963,209,27.177
963,210,26.867
964,1,23.384
964,3,23.735
964,4,23.262
964,5,22.964
964,6,23.03
964,9,23.625
964,10,23.028
964,15,24.571
964,131,22.886
964,209,24.83
964,210,24.268
965,1,24.558
965,3,24.756
965,4,24.23
965,5,28.965
965,6,24.27
965,9,26.773
965,10,23.908
965,15,24.736
965,131,23.713
965,209,25.731
965,210,25.016
966,1,23.357
966,3,22.13
966,4,22.851
966,5,22.759
966,6,22.469
966,9,22.102
966,10,22.174
966,15,28.074
966,131,21.853
966,209,23.866
966,210,23.736
967,1,885.804
967,3,887.13
967,4,598.684
967,5,1173.108
967,6,1174.847
967,9,713.583
967,10,1401.756
967,15,1172.272
967,131,1745.945
967,209,1402.619
967,210,884.643
968,1,22.338
968,3,21.657
968,4,24.146
968,5,21.864
968,6,21.907
968,9,21.691
968,10,21.659
968,15,25.399
968,131,22.232
968,209,25.851
968,210,22.375
969,1,31.023
969,3,22.08
969,4,23.144
969,5,23.782
969,6,22.01
969,9,22.208
969,10,22.1
969,15,28.591
969,131,21.574
969,210,26.762
970,1,19.152
970,3,20.186
970,4,21.292
970,5,18.859
970,6,19.968
970,9,20.198
970,10,21.076
970,15,21.881
970,131,21.536
970,210,21.176
971,1,24.822
971,3,24.953
971,4,26.414
971,5,25.15
971,6,25.326
971,9,25.229
971,10,24.533
971,15,26.059
971,131,28.569
971,210,25.02
972,1,33.002
972,3,29.878
972,4,30.28
972,5,29.982
972,6,30.124
972,9,29.567
972,10,30.06
972,15,31.239
972,131,29.548
972,210,36.559
973,1,22.878
973,3,26.028
973,4,23.105
973,5,22.18
973,6,22.403
973,9,21.864
973,10,23.362
973,15,23.072
973,131,21.652
973,210,23.415
974,1,25.097
974,3,25.354
974,4,25.472
974,5,24.416
974,6,24.569
974,9,25.068
974,10,27.543
974,15,25.381
974,131,24.232
974,210,25.226
975,1,23.396
975,3,22.79
975,4,25.594
975,5,62.231
975,6,25.55
975,9,23.309
975,10,23.319
975,15,33.335
975,131,23.004
975,210,30.062
976,1,388.666
976,3,449.64
976,4,450.181
976,5,449.9
976,6,376.554
976,9,343.009
976,10,378.315
976,15,348.908
976,131,344.825
976,210,342.912
977,1,18.96
977,3,21.154
977,4,22.105
977,5,23.42
977,6,21.706
977,9,21.713
977,10,22.103
977,15,22.376
977,131,21.574
977,210,22.026
978,1,28.803
978,3,28.589
978,4,30.841
978,5,32.354
978,6,30.275
978,9,28.371
978,10,29.068
978,15,29.969
978,131,27.796
978,210,28.486
979,1,25.508
979,3,22.102
979,4,27.272
979,5,22.509
979,6,22.118
979,9,33.605
979,10,23.229
979,15,24.122
979,131,22.01
979,210,22.661
980,1,25.746
980,3,23.391
980,4,24.48
980,5,23.562
980,6,24.792
980,9,23.04
980,10,25.778
980,15,23.671
980,131,22.569
980,210,23.031
981,1,24.442
981,3,25.604
981,4,27.713
981,5,25.346
981,6,24.837
981,9,29.337
981,10,24.904
981,15,25.261
981,131,23.726
981,210,27.375
982,1,30.126
982,3,30.608
982,4,32.03
982,5,28.669
982,9,27.655
982,10,28.478
982,15,35.731
982,131,27.243
982,210,30.118
983,1,25.189
983,3,23.95
983,4,25.381
983,5,25.044
983,6,23.695
983,9,23.926
983,10,24.385
983,15,24.89
983,131,23.582
983,210,24.366
984,1,23.822
984,3,23.056
984,4,24.408
984,5,23.879
984,6,23.699
984,9,23.208
984,10,23.856
984,15,24.765
984,131,22.8
984,210,22.923
985,1,23.687
985,3,24.406
985,4,24.525
985,5,24.504
985,6,23.832
985,9,23.784
985,10,24.414
985,15,28.588
985,131,23.372
985,210,25.092
986,1,25.35
986,3,21.94
986,4,22.825
986,5,22.709
986,6,25.652
986,9,22.57
986,10,22.699
986,15,23.047
986,131,24.785
986,210,24.768
987,1,19.329
987,3,20.175
987,4,19.911
987,5,20.148
987,6,19.552
987,9,20.674
987,10,19.368
987,15,20.74
987,131,19.732
987,210,24.4
988,1,22.333
988,3,21.628
988,4,25.84
988,5,21.558
988,6,21.415
988,9,22.373
988,10,21.867
988,15,22.568
988,131,21.376
988,210,21.862
989,1,22.524
989,3,23.45
989,4,23.248
989,5,22.254
989,6,21.604
989,9,21.196
989,10,22.09
989,15,22.539
989,131,21.742
989,210,22.518
990,1,24.946
990,3,27.154
990,4,24.978
990,5,27.848
990,6,24.771
990,9,30.381
990,10,24.746
990,15,25.299
990,131,25.204
990,210,25.307
991,1,23.92
991,3,23.033
991,4,23.501
991,5,26.46
991,6,22.961
991,9,22.761
991,10,22.777
991,15,23.088
991,131,22.28
991,210,23.23
992,1,26.968
992,3,20.486
992,4,21.242
992,5,21.065
992,6,23.005
992,9,19.845
992,10,27.142
992,15,26.7
992,131,20.633
992,210,25.467
993,1,24.568
993,3,22.325
993,4,22.409
993,5,22.552
993,6,23.164
993,9,21.679
993,10,30.863
993,15,22.048
993,131,22.649
993,210,22.917
994,1,25.499
994,3,28.731
994,4,25.044
994,5,24.311
994,6,24.114
994,9,24.327
994,10,27.021
994,15,24.08
994,131,23.88
994,210,24.515
995,1,29.215
995,3,23.531
995,4,24.468
995,5,24.107
995,6,23.587
995,9,23.208
995,10,24.386
995,15,23.598
995,131,23.555
995,210,24.204
996,1,24.992
996,3,26.425
996,4,25.219
996,5,24.297
996,6,29.31
996,9,24.352
996,15,24.66
996,131,27.644
996,210,27.708
997,1,30.224
997,3,23.103
997,4,24.796
997,5,22.011
997,6,22.732
997,9,21.474
997,10,22.695
997,15,21.441
997,131,21.112
997,210,22.13
998,1,28.424
998,3,27.999
998,4,28.624
998,5,29.221
998,6,31.102
998,9,28.163
998,10,28.966
998,15,28.036
998,131,28.438
998,210,28.852
999,1,20.08
999,3,21.222
999,4,20.246
999,5,19.653
999,6,19.431
999,9,19.375
999,10,22.35
999,15,19.99
999,131,23.815
999,210,24.164
1000,1,21.764
1000,3,21.4
1000,4,22.177
1000,5,21.758
1000,6,23.137
1000,9,21.364
1000,10,22.41
1000,15,22.64
1000,131,21.408
1000,210,23.43
1001,1,21.981
1001,3,21.191
1001,4,21.183
1001,5,22.622
1001,6,25.913
1001,9,21.142
1001,10,21.408
1001,15,21.134
1001,131,23.003
1001,210,21.963
1002,1,24.094
1002,3,25.842
1002,4,25.155
1002,5,27.792
1002,6,26.794
1002,9,24.404
1002,10,25.241
1002,15,26.55
1002,131,23.746
1002,210,31.671
1003,1,30.078
1003,3,31.089
1003,4,30.712
1003,5,29.436
1003,6,29.118
1003,9,29.23
1003,10,28.293
1003,15,29.085
1003,131,28.744
1003,210,29.74
1004,1,29.992
1004,3,29.589
1004,4,30.323
1004,5,29.418
1004,6,29.664
1004,9,33.408
1004,10,30.283
1004,15,30.198
1004,131,29.672
1004,210,30.187
1005,1,25.306
1005,3,25.192
1005,4,23.516
1005,5,23.243
1005,6,22.764
1005,9,25.827
1005,10,23.476
1005,15,29.602
1005,131,22.696
1005,210,26.35
1006,1,24.13
1006,3,26.271
1006,4,27.0
1006,5,23.968
1006,6,24.082
1006,9,23.446
1006,10,25.128
1006,15,29.376
1006,131,23.695
1006,210,29.414
1007,1,22.174
1007,3,23.518
1007,4,22.848
1007,5,22.808
1007,6,22.151
1007,9,22.095
1007,10,24.772
1007,15,26.997
1007,131,22.634
1007,210,22.85
1008,1,26.472
1008,3,24.055
1008,4,23.854
1008,5,23.59
1008,6,22.667
1008,9,23.366
1008,10,27.31
1008,15,23.485
1008,131,22.774
1008,210,23.259
1009,1,22.022
1009,3,22.472
1009,4,21.964
1009,5,31.752
1009,6,22.63
1009,9,21.059
1009,10,22.045
1009,15,21.828
1009,131,21.391
1009,210,21.97
1010,1,21.627
1010,3,24.092
1010,4,27.308
1010,5,21.933
1010,6,22.15
1010,9,21.213
1010,51,25.236
1010,131,21.764
1010,210,26.184
1010,211,22.852
1011,1,28.891
1011,3,24.631
1011,4,25.476
1011,5,26.942
1011,6,26.302
1011,9,25.742
1011,51,25.968
1011,131,24.469
1011,210,27.671
1011,211,28.718
1012,1,35.062
1012,3,26.975
1012,4,23.806
1012,5,27.432
