year,race_name,constructor_name,total_stops,mean_pit_stop,delta_pit_stop,race_points,season_points,championship_standing,target_top5
2014,Chinese Grand Prix,Force India,4,23.188,-1.488,10.0,54.0,3.0,1
2014,Chinese Grand Prix,Ferrari,4,23.002,-1.674,19.0,52.0,4.0,1
2014,Chinese Grand Prix,McLaren,4,22.801,-1.875,0.0,43.0,5.0,1
2014,Chinese Grand Prix,Williams,4,37.632,12.956,6.0,36.0,6.0,0
2014,Chinese Grand Prix,Toro Rosso,4,23.921,-0.755,1.0,8.0,7.0,0
2014,Chinese Grand Prix,Lotus F1,3,23.415,-1.261,0.0,0.0,8.0,0
2014,Chinese Grand Prix,Sauber,3,22.991,-1.685,0.0,0.0,9.0,0
2014,Chinese Grand Prix,Marussia,5,24.13,-0.546,0.0,0.0,10.0,0
2014,Chinese Grand Prix,Caterham,6,24.397,-0.279,0.0,0.0,11.0,0
2014,Spanish Grand Prix,Mercedes,4,22.776,-0.182,43.0,197.0,1.0,1
2014,Spanish Grand Prix,Red Bull,5,21.796,-1.162,27.0,84.0,2.0,1
2014,Spanish Grand Prix,Ferrari,5,22.086,-0.872,14.0,66.0,3.0,1
2014,Spanish Grand Prix,Force India,4,22.432,-0.526,3.0,57.0,4.0,1
2014,Spanish Grand Prix,Williams,5,22.62,-0.338,10.0,46.0,5.0,1
2014,Spanish Grand Prix,McLaren,4,22.47,-0.488,0.0,43.0,6.0,0
2014,Spanish Grand Prix,Toro Rosso,4,22.876,-0.082,0.0,8.0,7.0,0
2014,Spanish Grand Prix,Lotus F1,4,23.52,0.562,4.0,4.0,8.0,0
2014,Spanish Grand Prix,Sauber,5,24.452,1.494,0.0,0.0,9.0,0
2014,Spanish Grand Prix,Marussia,5,23.33,0.372,0.0,0.0,10.0,0
2014,Spanish Grand Prix,Caterham,3,24.184,1.226,0.0,0.0,11.0,0
2014,Monaco Grand Prix,Mercedes,2,26.09,-2.443,43.0,240.0,1.0,1
2014,Monaco Grand Prix,Red Bull,2,46.324,17.791,15.0,99.0,2.0,1
2014,Monaco Grand Prix,Ferrari,4,27.34,-1.193,12.0,78.0,3.0,1
2014,Monaco Grand Prix,Force India,1,25.714,-2.819,10.0,67.0,4.0,1
2014,Monaco Grand Prix,McLaren,2,27.468,-1.065,9.0,52.0,5.0,1
2014,Monaco Grand Prix,Williams,2,24.929,-3.604,6.0,52.0,6.0,0
2014,Monaco Grand Prix,Lotus F1,2,25.67,-2.863,4.0,8.0,7.0,0
2014,Monaco Grand Prix,Toro Rosso,2,22.414,-6.119,0.0,8.0,8.0,0
2014,Monaco Grand Prix,Marussia,4,32.305,3.772,2.0,2.0,9.0,0
2014,Monaco Grand Prix,Sauber,2,29.556,1.023,0.0,0.0,10.0,0
2014,Monaco Grand Prix,Caterham,4,26.053,-2.48,0.0,0.0,11.0,0
2014,Canadian Grand Prix,Mercedes,4,24.239,0.062,18.0,258.0,1.0,1
2014,Canadian Grand Prix,Red Bull,4,23.531,-0.646,40.0,139.0,2.0,1
2014,Canadian Grand Prix,Ferrari,4,23.967,-0.21,9.0,87.0,3.0,1
2014,Canadian Grand Prix,Force India,2,23.904,-0.273,10.0,77.0,4.0,1
2014,Canadian Grand Prix,McLaren,4,23.982,-0.195,14.0,66.0,5.0,1
2014,Canadian Grand Prix,Williams,4,24.975,0.798,6.0,58.0,6.0,0
2014,Canadian Grand Prix,Toro Rosso,4,24.835,0.658,4.0,12.0,7.0,0
2014,Canadian Grand Prix,Lotus F1,2,23.9,-0.277,0.0,8.0,8.0,0
2014,Canadian Grand Prix,Sauber,5,24.262,0.085,0.0,0.0,10.0,0
2014,Austrian Grand Prix,Mercedes,4,21.98,-1.279,43.0,301.0,1.0,1
2014,Austrian Grand Prix,Red Bull,4,23.522,0.263,4.0,143.0,2.0,1
2014,Austrian Grand Prix,Ferrari,4,21.51,-1.749,11.0,98.0,3.0,1
2014,Austrian Grand Prix,Force India,4,22.474,-0.785,10.0,87.0,4.0,1
2014,Austrian Grand Prix,Williams,4,21.833,-1.426,27.0,85.0,5.0,1
2014,Austrian Grand Prix,McLaren,4,21.575,-1.684,6.0,72.0,6.0,0
2014,Austrian Grand Prix,Toro Rosso,3,22.171,-1.088,0.0,12.0,7.0,0
2014,Austrian Grand Prix,Lotus F1,4,23.013,-0.246,0.0,8.0,8.0,0
2014,Austrian Grand Prix,Marussia,2,23.714,0.455,0.0,2.0,9.0,0
2014,Austrian Grand Prix,Sauber,5,30.446,7.187,0.0,0.0,10.0,0
2014,Austrian Grand Prix,Caterham,3,23.612,0.353,0.0,0.0,11.0,0
2014,British Grand Prix,Mercedes,3,29.1,-0.461,25.0,326.0,1.0,1
2014,British Grand Prix,Red Bull,3,28.609,-0.952,25.0,168.0,2.0,1
2014,British Grand Prix,Ferrari,1,34.41,4.849,8.0,106.0,3.0,1
2014,British Grand Prix,Williams,1,29.104,-0.457,18.0,103.0,4.0,1
2014,British Grand Prix,Force India,2,29.589,0.028,4.0,91.0,5.0,1
2014,British Grand Prix,McLaren,2,28.695,-0.866,18.0,90.0,6.0,0
2014,British Grand Prix,Toro Rosso,3,29.164,-0.397,3.0,15.0,7.0,0
2014,British Grand Prix,Lotus F1,2,29.27,-0.291,0.0,8.0,8.0,0
2014,British Grand Prix,Marussia,3,27.748,-1.813,0.0,2.0,9.0,0
2014,British Grand Prix,Sauber,1,29.956,0.395,0.0,0.0,10.0,0
2014,British Grand Prix,Caterham,2,29.524,-0.037,0.0,0.0,11.0,0
2014,German Grand Prix,Mercedes,5,19.962,-0.372,40.0,366.0,1.0,1
2014,German Grand Prix,Red Bull,6,19.137,-1.197,20.0,188.0,2.0,1
2014,German Grand Prix,Williams,2,20.16,-0.174,18.0,121.0,3.0,1
2014,German Grand Prix,Ferrari,6,19.476,-0.858,10.0,116.0,4.0,1
2014,German Grand Prix,Force India,5,20.131,-0.203,7.0,98.0,5.0,1
2014,German Grand Prix,McLaren,6,20.86,0.526,6.0,96.0,6.0,0
2014,German Grand Prix,Toro Rosso,5,21.596,1.262,0.0,15.0,7.0,0
2014,German Grand Prix,Lotus F1,3,19.051,-1.283,0.0,8.0,8.0,0
2014,German Grand Prix,Marussia,5,21.208,0.874,0.0,2.0,9.0,0
2014,German Grand Prix,Sauber,6,20.696,0.362,0.0,0.0,10.0,0
2014,German Grand Prix,Caterham,6,21.396,1.062,0.0,0.0,11.0,0
2014,Hungarian Grand Prix,Mercedes,5,23.171,-1.534,27.0,393.0,1.0,1
2014,Hungarian Grand Prix,Red Bull,5,22.399,-2.306,31.0,219.0,2.0,1
2014,Hungarian Grand Prix,Ferrari,4,22.314,-2.391,26.0,142.0,3.0,1
2014,Hungarian Grand Prix,Williams,6,22.974,-1.731,14.0,135.0,4.0,1
2014,Hungarian Grand Prix,Force India,2,24.788,0.083,0.0,98.0,5.0,1
2014,Hungarian Grand Prix,McLaren,5,23.423,-1.282,1.0,97.0,6.0,0
2014,Hungarian Grand Prix,Toro Rosso,4,23.139,-1.566,2.0,17.0,7.0,0
2014,Hungarian Grand Prix,Lotus F1,4,25.195,0.49,0.0,8.0,8.0,0
2014,Hungarian Grand Prix,Marussia,5,24.096,-0.609,0.0,2.0,9.0,0
2014,Hungarian Grand Prix,Sauber,3,26.169,1.464,0.0,0.0,10.0,0
2014,Hungarian Grand Prix,Caterham,1,34.086,9.381,0.0,0.0,11.0,0
2014,Belgian Grand Prix,Mercedes,6,24.955,0.996,18.0,411.0,1.0,1
2014,Belgian Grand Prix,Red Bull,5,22.862,-1.097,35.0,254.0,2.0,1
2014,Belgian Grand Prix,Ferrari,4,24.393,0.434,18.0,160.0,3.0,1
2014,Belgian Grand Prix,Williams,5,23.439,-0.52,15.0,150.0,4.0,1
2014,Belgian Grand Prix,McLaren,4,22.729,-1.23,8.0,105.0,5.0,1
2014,Belgian Grand Prix,Force India,4,23.686,-0.273,5.0,103.0,6.0,0
2014,Belgian Grand Prix,Toro Rosso,4,23.823,-0.136,2.0,19.0,7.0,0
2014,Belgian Grand Prix,Lotus F1,3,25.554,1.595,0.0,8.0,8.0,0
2014,Belgian Grand Prix,Marussia,4,24.472,0.513,0.0,2.0,9.0,0
2014,Belgian Grand Prix,Sauber,5,23.485,-0.474,0.0,0.0,10.0,0
2014,Belgian Grand Prix,Caterham,2,24.148,0.189,0.0,0.0,11.0,0
2014,Italian Grand Prix,Mercedes,2,24.518,-0.75,43.0,454.0,1.0,1
2014,Italian Grand Prix,Red Bull,2,24.782,-0.486,18.0,272.0,2.0,1
2014,Italian Grand Prix,Williams,2,24.657,-0.611,27.0,177.0,3.0,1
2014,Italian Grand Prix,Ferrari,2,24.73,-0.538,2.0,162.0,4.0,1
2014,Italian Grand Prix,McLaren,2,24.441,-0.827,5.0,110.0,5.0,1
2014,Italian Grand Prix,Force India,2,25.242,-0.026,6.0,109.0,6.0,0
2014,Italian Grand Prix,Toro Rosso,2,24.848,-0.42,0.0,19.0,7.0,0
2014,Italian Grand Prix,Lotus F1,2,24.66,-0.608,0.0,8.0,8.0,0
2014,Italian Grand Prix,Marussia,1,26.641,1.373,0.0,2.0,9.0,0
2014,Italian Grand Prix,Sauber,4,26.446,1.178,0.0,0.0,10.0,0
2014,Italian Grand Prix,Caterham,2,26.981,1.713,0.0,0.0,11.0,0
2014,Singapore Grand Prix,Mercedes,3,29.915,-0.139,25.0,479.0,1.0,1
2014,Singapore Grand Prix,Red Bull,4,29.438,-0.616,33.0,305.0,2.0,1
2014,Singapore Grand Prix,Williams,4,29.451,-0.603,10.0,187.0,3.0,1
2014,Singapore Grand Prix,Ferrari,6,29.296,-0.758,16.0,178.0,4.0,1
2014,Singapore Grand Prix,Force India,7,30.553,0.499,8.0,117.0,5.0,1
2014,Singapore Grand Prix,McLaren,5,28.7,-1.354,1.0,111.0,6.0,0
2014,Singapore Grand Prix,Toro Rosso,6,31.099,1.045,8.0,27.0,7.0,0
2014,Singapore Grand Prix,Lotus F1,7,29.448,-0.606,0.0,8.0,8.0,0
2014,Singapore Grand Prix,Marussia,6,31.442,1.388,0.0,2.0,9.0,0
2014,Singapore Grand Prix,Sauber,4,30.996,0.942,0.0,0.0,10.0,0
2014,Singapore Grand Prix,Caterham,2,30.254,0.2,0.0,0.0,11.0,0
2014,Japanese Grand Prix,Mercedes,6,394.99,51.595,43.0,522.0,1.0,1
2014,Japanese Grand Prix,Red Bull,6,394.583,51.188,27.0,332.0,2.0,1
2014,Japanese Grand Prix,Williams,6,395.402,52.007,14.0,201.0,3.0,1
2014,Japanese Grand Prix,Ferrari,6,396.488,53.093,0.0,178.0,4.0,1
2014,Japanese Grand Prix,Force India,8,302.568,-40.827,5.0,122.0,5.0,1
2014,Japanese Grand Prix,McLaren,9,272.845,-70.55,10.0,121.0,6.0,0
2014,Japanese Grand Prix,Toro Rosso,7,342.319,-1.076,2.0,29.0,7.0,0
2014,Japanese Grand Prix,Lotus F1,9,270.183,-73.212,0.0,8.0,8.0,0
2014,Japanese Grand Prix,Marussia,6,395.138,51.743,0.0,2.0,9.0,0
2014,Japanese Grand Prix,Sauber,7,342.289,-1.106,0.0,0.0,10.0,0
2014,Japanese Grand Prix,Caterham,9,270.536,-72.859,0.0,0.0,11.0,0
2014,Russian Grand Prix,Mercedes,2,32.162,1.38,43.0,565.0,1.0,1
2014,Russian Grand Prix,Red Bull,2,30.181,-0.601,10.0,342.0,2.0,1
2014,Russian Grand Prix,Williams,3,30.184,-0.598,15.0,216.0,3.0,1
2014,Russian Grand Prix,Ferrari,2,32.604,1.822,10.0,188.0,4.0,1
2014,Russian Grand Prix,McLaren,2,29.865,-0.917,22.0,143.0,5.0,1
2014,Russian Grand Prix,Force India,2,29.986,-0.796,1.0,123.0,6.0,0
2014,Russian Grand Prix,Toro Rosso,3,30.726,-0.056,0.0,29.0,7.0,0
2014,Russian Grand Prix,Lotus F1,2,30.108,-0.674,0.0,8.0,8.0,0
2014,Russian Grand Prix,Marussia,1,31.374,0.592,0.0,2.0,9.0,0
2014,Russian Grand Prix,Sauber,2,30.518,-0.264,0.0,0.0,10.0,0
2014,Russian Grand Prix,Caterham,2,30.89,0.108,0.0,0.0,11.0,0
2014,United States Grand Prix,Mercedes,4,24.39,-1.701,43.0,608.0,1.0,1
2014,United States Grand Prix,Red Bull,6,24.046,-2.045,21.0,363.0,2.0,1
2014,United States Grand Prix,Williams,4,24.594,-1.497,22.0,238.0,3.0,1
2014,United States Grand Prix,Ferrari,5,24.193,-1.898,8.0,196.0,4.0,1
2014,United States Grand Prix,McLaren,4,25.432,-0.659,4.0,147.0,5.0,1
2014,United States Grand Prix,Force India,1,33.427,7.336,0.0,123.0,6.0,0
2014,United States Grand Prix,Toro Rosso,5,26.087,-0.004,1.0,30.0,7.0,0
2014,United States Grand Prix,Lotus F1,4,25.673,-0.418,2.0,10.0,8.0,0
2014,United States Grand Prix,Sauber,3,26.977,0.886,0.0,0.0,10.0,0
2014,Brazilian Grand Prix,Mercedes,6,23.461,-0.89,43.0,651.0,1.0,1
2014,Brazilian Grand Prix,Red Bull,5,23.152,-1.199,10.0,373.0,2.0,1
2014,Brazilian Grand Prix,Williams,6,27.544,3.193,16.0,254.0,3.0,1
2014,Brazilian Grand Prix,Ferrari,5,24.17,-0.181,14.0,210.0,4.0,1
2014,Brazilian Grand Prix,McLaren,6,23.4,-0.951,14.0,161.0,5.0,1
2014,Brazilian Grand Prix,Force India,6,24.47,0.119,4.0,127.0,6.0,0
2014,Brazilian Grand Prix,Toro Rosso,6,24.384,0.033,0.0,30.0,7.0,0
2014,Brazilian Grand Prix,Lotus F1,6,23.586,-0.765,0.0,10.0,8.0,0
2014,Brazilian Grand Prix,Sauber,6,24.994,0.643,0.0,0.0,10.0,0
2014,Abu Dhabi Grand Prix,Mercedes,4,22.399,0.062,50.0,701.0,1.0,1
2014,Abu Dhabi Grand Prix,Red Bull,4,22.008,-0.329,32.0,405.0,2.0,1
2014,Abu Dhabi Grand Prix,Williams,4,21.942,-0.395,66.0,320.0,3.0,1
2014,Abu Dhabi Grand Prix,Ferrari,4,21.86,-0.477,6.0,216.0,4.0,1
2014,Abu Dhabi Grand Prix,McLaren,4,22.095,-0.242,20.0,181.0,5.0,1
2014,Abu Dhabi Grand Prix,Force India,4,23.361,1.024,28.0,155.0,6.0,0
2014,Abu Dhabi Grand Prix,Toro Rosso,4,23.049,0.712,0.0,30.0,7.0,0
2014,Abu Dhabi Grand Prix,Lotus F1,4,20.348,-1.989,0.0,10.0,8.0,0
2014,Abu Dhabi Grand Prix,Sauber,5,22.679,0.341,0.0,0.0,10.0,0
2014,Abu Dhabi Grand Prix,Caterham,4,23.634,1.297,0.0,0.0,11.0,0
2015,Australian Grand Prix,Mercedes,2,22.2,-2.807,43.0,43.0,1.0,1
2015,Australian Grand Prix,Ferrari,3,24.188,-0.819,15.0,15.0,2.0,1
2015,Australian Grand Prix,Sauber,4,22.805,-2.202,14.0,14.0,3.0,1
2015,Australian Grand Prix,Williams,1,22.062,-2.945,12.0,12.0,4.0,1
2015,Australian Grand Prix,Red Bull,1,22.535,-2.472,8.0,8.0,5.0,1
2015,Australian Grand Prix,Force India,3,23.253,-1.754,7.0,7.0,6.0,0
2015,Australian Grand Prix,Toro Rosso,2,39.66,14.653,2.0,2.0,7.0,0
2015,Australian Grand Prix,McLaren,1,23.353,-1.654,0.0,0.0,8.0,0
2015,Malaysian Grand Prix,Mercedes,6,26.244,-0.905,33.0,76.0,1.0,1
2015,Malaysian Grand Prix,Ferrari,5,25.154,-1.995,37.0,52.0,2.0,1
2015,Malaysian Grand Prix,Williams,6,26.196,-0.953,18.0,30.0,3.0,1
2015,Malaysian Grand Prix,Sauber,4,27.548,0.399,0.0,14.0,4.0,1
2015,Malaysian Grand Prix,Toro Rosso,5,26.046,-1.103,10.0,12.0,5.0,1
2015,Malaysian Grand Prix,Red Bull,6,26.517,-0.632,3.0,11.0,6.0,0
2015,Malaysian Grand Prix,Force India,5,29.454,2.305,0.0,7.0,7.0,0
2015,Malaysian Grand Prix,Lotus F1,6,28.995,1.846,0.0,0.0,8.0,0
2015,Malaysian Grand Prix,McLaren,4,27.419,0.27,0.0,0.0,9.0,0
2015,Malaysian Grand Prix,Manor Marussia,3,27.915,0.766,0.0,0.0,10.0,0
2015,Chinese Grand Prix,Mercedes,4,22.548,-0.641,43.0,119.0,1.0,1
2015,Chinese Grand Prix,Ferrari,4,22.551,-0.638,27.0,79.0,2.0,1
2015,Chinese Grand Prix,Williams,4,23.282,0.093,18.0,48.0,3.0,1
2015,Chinese Grand Prix,Sauber,4,23.894,0.705,5.0,19.0,4.0,1
2015,Chinese Grand Prix,Red Bull,2,22.766,-0.423,2.0,13.0,5.0,1
2015,Chinese Grand Prix,Toro Rosso,4,23.683,0.494,0.0,12.0,6.0,0
2015,Chinese Grand Prix,Force India,3,23.104,-0.085,0.0,7.0,7.0,0
2015,Chinese Grand Prix,Lotus F1,5,22.061,-1.128,6.0,6.0,8.0,0
2015,Chinese Grand Prix,McLaren,4,23.448,0.259,0.0,0.0,9.0,0
2015,Chinese Grand Prix,Manor Marussia,4,24.553,1.364,0.0,0.0,10.0,0
2015,Bahrain Grand Prix,Mercedes,4,25.262,-2.997,40.0,159.0,1.0,1
2015,Bahrain Grand Prix,Ferrari,5,26.44,-1.819,28.0,107.0,2.0,1
2015,Bahrain Grand Prix,Williams,4,24.957,-3.302,13.0,61.0,3.0,1
2015,Bahrain Grand Prix,Red Bull,4,25.195,-3.064,10.0,23.0,4.0,1
2015,Bahrain Grand Prix,Sauber,6,29.803,1.544,0.0,19.0,5.0,1
2015,Bahrain Grand Prix,Lotus F1,5,42.425,14.166,6.0,12.0,6.0,0
2015,Bahrain Grand Prix,Toro Rosso,4,31.451,3.192,0.0,12.0,7.0,0
2015,Bahrain Grand Prix,Force India,5,25.434,-2.825,4.0,11.0,8.0,0
2015,Bahrain Grand Prix,McLaren,2,25.124,-3.135,0.0,0.0,9.0,0
2015,Bahrain Grand Prix,Manor Marussia,4,26.497,-1.762,0.0,0.0,10.0,0
2015,Spanish Grand Prix,Mercedes,5,22.72,-0.629,43.0,202.0,1.0,1
2015,Spanish Grand Prix,Ferrari,4,22.002,-1.347,25.0,132.0,2.0,1
2015,Spanish Grand Prix,Williams,5,22.181,-1.168,20.0,81.0,3.0,1
2015,Spanish Grand Prix,Red Bull,4,23.066,-0.283,7.0,30.0,4.0,1
2015,Spanish Grand Prix,Sauber,4,23.502,0.153,0.0,19.0,5.0,1
2015,Spanish Grand Prix,Lotus F1,5,27.315,3.966,4.0,16.0,6.0,0
2015,Spanish Grand Prix,Toro Rosso,4,23.01,-0.339,2.0,14.0,7.0,0
2015,Spanish Grand Prix,Force India,5,22.526,-0.823,0.0,11.0,8.0,0
2015,Spanish Grand Prix,McLaren,4,23.428,0.079,0.0,0.0,9.0,0
2015,Spanish Grand Prix,Manor Marussia,6,23.738,0.389,0.0,0.0,10.0,0
2015,Monaco Grand Prix,Mercedes,3,24.822,-2.15,40.0,242.0,1.0,1
2015,Monaco Grand Prix,Ferrari,2,24.514,-2.458,26.0,158.0,2.0,1
2015,Monaco Grand Prix,Williams,5,28.27,1.298,0.0,81.0,3.0,1
2015,Monaco Grand Prix,Red Bull,3,24.621,-2.351,22.0,52.0,4.0,1
2015,Monaco Grand Prix,Sauber,5,25.68,-1.292,2.0,21.0,5.0,1
2015,Monaco Grand Prix,Force India,4,27.346,0.374,6.0,17.0,6.0,0
2015,Monaco Grand Prix,Lotus F1,1,25.077,-1.895,0.0,16.0,7.0,0
2015,Monaco Grand Prix,Toro Rosso,3,34.621,7.649,1.0,15.0,8.0,0
2015,Monaco Grand Prix,McLaren,3,26.689,-0.283,4.0,4.0,9.0,0
2015,Monaco Grand Prix,Manor Marussia,2,28.08,1.108,0.0,0.0,10.0,0
2015,Canadian Grand Prix,Mercedes,2,23.514,-1.513,43.0,285.0,1.0,1
2015,Canadian Grand Prix,Ferrari,4,24.848,-0.179,22.0,180.0,2.0,1
2015,Canadian Grand Prix,Williams,2,24.726,-0.301,23.0,104.0,3.0,1
2015,Canadian Grand Prix,Red Bull,2,23.839,-1.188,2.0,54.0,4.0,1
2015,Canadian Grand Prix,Lotus F1,2,23.976,-1.051,7.0,23.0,5.0,1
2015,Canadian Grand Prix,Sauber,2,24.472,-0.555,0.0,21.0,6.0,0
2015,Canadian Grand Prix,Force India,2,23.48,-1.547,4.0,21.0,7.0,0
2015,Canadian Grand Prix,Toro Rosso,2,30.191,5.164,0.0,15.0,8.0,0
2015,Canadian Grand Prix,McLaren,3,22.328,-2.699,0.0,4.0,9.0,0
2015,Canadian Grand Prix,Manor Marussia,2,28.896,3.869,0.0,0.0,10.0,0
2015,Austrian Grand Prix,Mercedes,2,21.818,-2.848,43.0,328.0,1.0,1
2015,Austrian Grand Prix,Ferrari,1,31.882,7.216,12.0,192.0,2.0,1
2015,Austrian Grand Prix,Williams,2,22.612,-2.054,25.0,129.0,3.0,1
2015,Austrian Grand Prix,Red Bull,3,26.151,1.485,1.0,55.0,4.0,1
2015,Austrian Grand Prix,Force India,2,24.187,-0.479,10.0,31.0,5.0,1
2015,Austrian Grand Prix,Lotus F1,2,21.932,-2.734,6.0,29.0,6.0,0
2015,Austrian Grand Prix,Sauber,4,22.924,-1.742,0.0,21.0,7.0,0
2015,Austrian Grand Prix,Toro Rosso,2,24.811,0.145,4.0,19.0,8.0,0
2015,Austrian Grand Prix,McLaren,2,26.416,1.75,0.0,4.0,9.0,0
2015,Austrian Grand Prix,Manor Marussia,1,23.926,-0.74,0.0,0.0,10.0,0
2015,British Grand Prix,Mercedes,4,29.046,-3.925,43.0,371.0,1.0,1
2015,British Grand Prix,Ferrari,5,29.634,-3.337,19.0,211.0,2.0,1
2015,British Grand Prix,Williams,4,30.509,-2.462,22.0,151.0,3.0,1
2015,British Grand Prix,Red Bull,4,33.508,0.537,8.0,63.0,4.0,1
2015,British Grand Prix,Force India,4,30.827,-2.144,8.0,39.0,5.0,1
2015,British Grand Prix,Sauber,4,30.122,-2.849,0.0,21.0,7.0,0
2015,British Grand Prix,Toro Rosso,1,29.393,-3.578,0.0,19.0,8.0,0
2015,British Grand Prix,McLaren,3,44.158,11.187,1.0,5.0,9.0,0
2015,British Grand Prix,Manor Marussia,4,39.546,6.575,0.0,0.0,10.0,0
2015,Hungarian Grand Prix,Mercedes,11,20.951,-0.386,12.0,383.0,1.0,1
2015,Hungarian Grand Prix,Ferrari,9,23.977,2.64,25.0,236.0,2.0,1
2015,Hungarian Grand Prix,Williams,10,21.385,0.048,0.0,151.0,3.0,1
2015,Hungarian Grand Prix,Red Bull,10,21.151,-0.186,33.0,96.0,4.0,1
2015,Hungarian Grand Prix,Force India,7,22.998,1.661,0.0,39.0,5.0,1
2015,Hungarian Grand Prix,Lotus F1,11,20.664,-0.673,6.0,35.0,6.0,0
2015,Hungarian Grand Prix,Toro Rosso,9,20.376,-0.961,12.0,31.0,7.0,0
2015,Hungarian Grand Prix,Sauber,10,20.821,-0.516,1.0,22.0,8.0,0
2015,Hungarian Grand Prix,McLaren,9,19.757,-1.58,12.0,17.0,9.0,0
2015,Hungarian Grand Prix,Manor Marussia,10,21.291,-0.046,0.0,0.0,10.0,0
2015,Belgian Grand Prix,Mercedes,4,22.78,-0.453,43.0,426.0,1.0,1
2015,Belgian Grand Prix,Ferrari,3,22.801,-0.432,6.0,242.0,2.0,1
2015,Belgian Grand Prix,Williams,5,22.218,-1.015,10.0,161.0,3.0,1
2015,Belgian Grand Prix,Red Bull,3,22.665,-0.568,12.0,108.0,4.0,1
2015,Belgian Grand Prix,Lotus F1,2,23.605,0.372,15.0,50.0,5.0,1
2015,Belgian Grand Prix,Force India,2,23.24,0.007,10.0,49.0,6.0,0
2015,Belgian Grand Prix,Toro Rosso,5,23.525,0.292,4.0,35.0,7.0,0
2015,Belgian Grand Prix,Sauber,4,23.648,0.415,1.0,23.0,8.0,0
2015,Belgian Grand Prix,McLaren,6,24.044,0.811,0.0,17.0,9.0,0
2015,Belgian Grand Prix,Manor Marussia,4,23.8,0.567,0.0,0.0,10.0,0
2015,Italian Grand Prix,Mercedes,2,24.512,-0.303,25.0,451.0,1.0,1
2015,Italian Grand Prix,Ferrari,2,24.391,-0.424,28.0,270.0,2.0,1
2015,Italian Grand Prix,Williams,2,25.372,0.557,27.0,188.0,3.0,1
2015,Italian Grand Prix,Red Bull,2,24.072,-0.743,5.0,113.0,4.0,1
2015,Italian Grand Prix,Force India,2,24.284,-0.531,14.0,63.0,5.0,1
2015,Italian Grand Prix,Toro Rosso,5,24.834,0.019,0.0,35.0,7.0,0
2015,Italian Grand Prix,Sauber,3,25.295,0.48,2.0,25.0,8.0,0
2015,Italian Grand Prix,McLaren,3,22.671,-2.144,0.0,17.0,9.0,0
2015,Italian Grand Prix,Manor Marussia,2,27.908,3.093,0.0,0.0,10.0,0
2015,Singapore Grand Prix,Mercedes,3,29.789,-1.697,12.0,463.0,1.0,1
2015,Singapore Grand Prix,Ferrari,4,29.791,-1.695,40.0,310.0,2.0,1
2015,Singapore Grand Prix,Williams,5,28.84,-2.646,10.0,198.0,3.0,1
2015,Singapore Grand Prix,Red Bull,4,30.702,-0.784,26.0,139.0,4.0,1
2015,Singapore Grand Prix,Force India,3,30.092,-1.394,6.0,69.0,5.0,1
2015,Singapore Grand Prix,Lotus F1,5,29.889,-1.597,0.0,50.0,6.0,0
2015,Singapore Grand Prix,Toro Rosso,5,31.33,-0.156,6.0,41.0,7.0,0
2015,Singapore Grand Prix,Sauber,5,29.688,-1.798,1.0,26.0,8.0,0
2015,Singapore Grand Prix,McLaren,4,41.87,10.384,0.0,17.0,9.0,0
2015,Singapore Grand Prix,Manor Marussia,4,32.865,1.379,0.0,0.0,10.0,0
2015,Japanese Grand Prix,Mercedes,4,23.058,-1.957,43.0,506.0,1.0,1
2015,Japanese Grand Prix,Ferrari,4,23.126,-1.889,27.0,337.0,2.0,1
2015,Japanese Grand Prix,Williams,5,26.54,1.525,10.0,208.0,3.0,1
2015,Japanese Grand Prix,Red Bull,5,23.838,-1.177,0.0,139.0,4.0,1
2015,Japanese Grand Prix,Force India,6,26.102,1.087,8.0,77.0,5.0,1
2015,Japanese Grand Prix,Lotus F1,4,24.109,-0.906,10.0,60.0,6.0,0
2015,Japanese Grand Prix,Toro Rosso,4,28.704,3.689,3.0,44.0,7.0,0
2015,Japanese Grand Prix,Sauber,4,23.934,-1.081,0.0,26.0,8.0,0
2015,Japanese Grand Prix,McLaren,4,23.638,-1.377,0.0,17.0,9.0,0
2015,Japanese Grand Prix,Manor Marussia,5,27.103,2.088,0.0,0.0,10.0,0
2015,Russian Grand Prix,Mercedes,1,30.216,-1.602,25.0,531.0,1.0,1
2015,Russian Grand Prix,Ferrari,2,29.376,-2.442,22.0,359.0,2.0,1
2015,Russian Grand Prix,Williams,2,30.528,-1.29,12.0,220.0,3.0,1
2015,Russian Grand Prix,Red Bull,2,30.075,-1.743,10.0,149.0,4.0,1
2015,Russian Grand Prix,Force India,1,30.545,-1.273,15.0,92.0,5.0,1
2015,Russian Grand Prix,Lotus F1,2,42.198,10.38,6.0,66.0,6.0,0
2015,Russian Grand Prix,Toro Rosso,3,32.621,0.803,1.0,45.0,7.0,0
2015,Russian Grand Prix,Sauber,1,30.362,-1.456,8.0,34.0,8.0,0
2015,Russian Grand Prix,McLaren,2,29.629,-2.189,2.0,19.0,9.0,0
2015,Russian Grand Prix,Manor Marussia,3,32.631,0.813,0.0,0.0,10.0,0
2015,United States Grand Prix,Mercedes,4,24.581,-2.968,43.0,574.0,1.0,1
2015,United States Grand Prix,Ferrari,5,26.807,-0.742,15.0,374.0,2.0,1
2015,United States Grand Prix,Williams,3,30.506,2.957,0.0,220.0,3.0,1
