year,race_name,constructor_name,total_stops,mean_pit_stop,delta_pit_stop,race_points,season_points,championship_standing,target_top5
2017,Brazilian Grand Prix,Haas F1 Team,4,24.4,3.997,0.0,47.0,8.0,0
2017,Brazilian Grand Prix,McLaren,4,19.329,-1.074,4.0,28.0,9.0,0
2017,Brazilian Grand Prix,Sauber,7,20.74,0.337,0.0,5.0,10.0,0
2017,Abu Dhabi Grand Prix,Mercedes,2,21.376,-0.906,43.0,668.0,1.0,1
2017,Abu Dhabi Grand Prix,Ferrari,2,21.415,-0.867,27.0,522.0,2.0,1
2017,Abu Dhabi Grand Prix,Red Bull,2,22.373,0.091,10.0,368.0,3.0,1
2017,Abu Dhabi Grand Prix,Force India,2,21.867,-0.415,10.0,187.0,4.0,1
2017,Abu Dhabi Grand Prix,Williams,4,21.628,-0.654,1.0,83.0,5.0,1
2017,Abu Dhabi Grand Prix,Renault,2,25.84,3.558,8.0,57.0,6.0,0
2017,Abu Dhabi Grand Prix,Toro Rosso,2,21.558,-0.724,0.0,53.0,7.0,0
2017,Abu Dhabi Grand Prix,Haas F1 Team,2,21.862,-0.42,0.0,47.0,8.0,0
2017,Abu Dhabi Grand Prix,McLaren,2,22.333,0.051,2.0,30.0,9.0,0
2017,Abu Dhabi Grand Prix,Sauber,2,22.568,0.286,0.0,5.0,10.0,0
2018,Australian Grand Prix,Ferrari,2,21.604,-0.713,40.0,40.0,1.0,1
2018,Australian Grand Prix,Mercedes,2,21.742,-0.575,22.0,22.0,2.0,1
2018,Australian Grand Prix,Red Bull,2,21.196,-1.12,20.0,20.0,3.0,1
2018,Australian Grand Prix,McLaren,2,22.524,0.207,12.0,12.0,4.0,1
2018,Australian Grand Prix,Renault,2,23.248,0.931,7.0,7.0,5.0,1
2018,Australian Grand Prix,Force India,2,22.09,-0.227,0.0,0.0,6.0,0
2018,Australian Grand Prix,Sauber,2,22.539,0.223,0.0,0.0,7.0,0
2018,Australian Grand Prix,Williams,2,23.45,1.133,0.0,0.0,8.0,0
2018,Australian Grand Prix,Toro Rosso,2,22.254,-0.062,0.0,0.0,9.0,0
2018,Australian Grand Prix,Haas F1 Team,2,22.518,0.201,0.0,0.0,10.0,0
2018,Bahrain Grand Prix,Ferrari,2,24.771,-1.292,25.0,65.0,1.0,1
2018,Bahrain Grand Prix,Mercedes,2,25.204,-0.859,33.0,55.0,2.0,1
2018,Bahrain Grand Prix,McLaren,4,24.946,-1.117,10.0,22.0,3.0,1
2018,Bahrain Grand Prix,Red Bull,1,30.381,4.318,0.0,20.0,4.0,1
2018,Bahrain Grand Prix,Renault,4,24.978,-1.085,8.0,15.0,5.0,1
2018,Bahrain Grand Prix,Toro Rosso,4,27.848,1.785,12.0,12.0,6.0,0
2018,Bahrain Grand Prix,Haas F1 Team,5,25.307,-0.756,10.0,10.0,7.0,0
2018,Bahrain Grand Prix,Sauber,3,25.299,-0.764,2.0,2.0,8.0,0
2018,Bahrain Grand Prix,Force India,4,24.746,-1.317,1.0,1.0,9.0,0
2018,Bahrain Grand Prix,Williams,4,27.154,1.091,0.0,0.0,10.0,0
2018,Chinese Grand Prix,Mercedes,2,22.28,-1.121,30.0,85.0,1.0,1
2018,Chinese Grand Prix,Ferrari,2,22.961,-0.44,19.0,84.0,2.0,1
2018,Chinese Grand Prix,Red Bull,4,22.761,-0.64,35.0,55.0,3.0,1
2018,Chinese Grand Prix,McLaren,2,23.92,0.519,6.0,28.0,4.0,1
2018,Chinese Grand Prix,Renault,4,23.501,0.1,10.0,25.0,5.0,1
2018,Chinese Grand Prix,Toro Rosso,4,26.46,3.059,0.0,12.0,6.0,0
2018,Chinese Grand Prix,Haas F1 Team,3,23.23,-0.171,1.0,11.0,7.0,0
2018,Chinese Grand Prix,Sauber,2,23.088,-0.313,0.0,2.0,8.0,0
2018,Chinese Grand Prix,Force India,4,22.777,-0.624,0.0,1.0,9.0,0
2018,Chinese Grand Prix,Williams,3,23.033,-0.368,0.0,0.0,10.0,0
2018,Azerbaijan Grand Prix,Ferrari,4,23.005,-0.25,30.0,114.0,1.0,1
2018,Azerbaijan Grand Prix,Mercedes,3,20.633,-2.622,25.0,110.0,2.0,1
2018,Azerbaijan Grand Prix,Red Bull,2,19.845,-3.41,0.0,55.0,3.0,1
2018,Azerbaijan Grand Prix,McLaren,6,26.968,3.713,8.0,36.0,4.0,1
2018,Azerbaijan Grand Prix,Renault,2,21.242,-2.013,10.0,35.0,5.0,1
2018,Azerbaijan Grand Prix,Force India,2,27.142,3.887,15.0,16.0,6.0,0
2018,Azerbaijan Grand Prix,Toro Rosso,5,21.065,-2.19,1.0,13.0,7.0,0
2018,Azerbaijan Grand Prix,Haas F1 Team,4,25.467,2.212,0.0,11.0,8.0,0
2018,Azerbaijan Grand Prix,Sauber,6,26.7,3.445,8.0,10.0,9.0,0
2018,Azerbaijan Grand Prix,Williams,2,20.486,-2.769,4.0,4.0,10.0,0
2018,Spanish Grand Prix,Mercedes,2,22.649,-0.868,43.0,153.0,1.0,1
2018,Spanish Grand Prix,Ferrari,2,23.164,-0.353,12.0,126.0,2.0,1
2018,Spanish Grand Prix,Red Bull,2,21.679,-1.838,25.0,80.0,3.0,1
2018,Spanish Grand Prix,Renault,1,22.409,-1.108,6.0,41.0,4.0,1
2018,Spanish Grand Prix,McLaren,2,24.568,1.051,4.0,40.0,5.0,1
2018,Spanish Grand Prix,Haas F1 Team,1,22.917,-0.6,8.0,19.0,6.0,0
2018,Spanish Grand Prix,Force India,3,30.863,7.346,2.0,18.0,7.0,0
2018,Spanish Grand Prix,Toro Rosso,2,22.552,-0.965,0.0,13.0,8.0,0
2018,Spanish Grand Prix,Sauber,2,22.048,-1.469,1.0,11.0,9.0,0
2018,Spanish Grand Prix,Williams,4,22.325,-1.192,0.0,4.0,10.0,0
2018,Monaco Grand Prix,Mercedes,2,23.88,-1.272,25.0,178.0,1.0,1
2018,Monaco Grand Prix,Ferrari,2,24.114,-1.038,30.0,156.0,2.0,1
2018,Monaco Grand Prix,Red Bull,2,24.327,-0.825,27.0,107.0,3.0,1
2018,Monaco Grand Prix,Renault,2,25.044,-0.108,5.0,46.0,4.0,1
2018,Monaco Grand Prix,McLaren,3,25.499,0.347,0.0,40.0,5.0,1
2018,Monaco Grand Prix,Force India,2,27.021,1.869,8.0,26.0,6.0,0
2018,Monaco Grand Prix,Toro Rosso,2,24.311,-0.841,6.0,19.0,7.0,0
2018,Monaco Grand Prix,Haas F1 Team,3,24.515,-0.637,0.0,19.0,8.0,0
2018,Monaco Grand Prix,Sauber,2,24.08,-1.072,0.0,11.0,9.0,0
2018,Monaco Grand Prix,Williams,6,28.731,3.579,0.0,4.0,10.0,0
2018,Canadian Grand Prix,Mercedes,2,23.555,-0.831,28.0,206.0,1.0,1
2018,Canadian Grand Prix,Ferrari,2,23.587,-0.799,33.0,189.0,2.0,1
2018,Canadian Grand Prix,Red Bull,2,23.208,-1.178,27.0,134.0,3.0,1
2018,Canadian Grand Prix,Renault,2,24.468,0.082,10.0,56.0,4.0,1
2018,Canadian Grand Prix,McLaren,3,29.215,4.829,0.0,40.0,5.0,1
2018,Canadian Grand Prix,Force India,3,24.386,0.0,2.0,28.0,6.0,0
2018,Canadian Grand Prix,Toro Rosso,1,24.107,-0.279,0.0,19.0,7.0,0
2018,Canadian Grand Prix,Haas F1 Team,2,24.204,-0.182,0.0,19.0,8.0,0
2018,Canadian Grand Prix,Sauber,2,23.598,-0.788,1.0,12.0,9.0,0
2018,Canadian Grand Prix,Williams,1,23.531,-0.855,0.0,4.0,10.0,0
2018,French Grand Prix,Mercedes,3,27.644,1.577,31.0,237.0,1.0,1
2018,French Grand Prix,Ferrari,3,29.31,3.243,25.0,214.0,2.0,1
2018,French Grand Prix,Red Bull,2,24.352,-1.715,30.0,164.0,3.0,1
2018,French Grand Prix,Renault,2,25.219,-0.848,6.0,62.0,4.0,1
2018,French Grand Prix,McLaren,3,24.992,-1.075,0.0,40.0,5.0,1
2018,French Grand Prix,Haas F1 Team,2,27.708,1.641,8.0,27.0,7.0,0
2018,French Grand Prix,Toro Rosso,1,24.297,-1.77,0.0,19.0,8.0,0
2018,French Grand Prix,Sauber,2,24.66,-1.407,1.0,13.0,9.0,0
2018,French Grand Prix,Williams,2,26.425,0.358,0.0,4.0,10.0,0
2018,Austrian Grand Prix,Ferrari,2,22.732,-0.44,33.0,247.0,1.0,1
2018,Austrian Grand Prix,Mercedes,2,21.112,-2.06,0.0,237.0,2.0,1
2018,Austrian Grand Prix,Red Bull,3,21.474,-1.698,25.0,189.0,3.0,1
2018,Austrian Grand Prix,Renault,2,24.796,1.624,0.0,62.0,4.0,1
2018,Austrian Grand Prix,Haas F1 Team,2,22.13,-1.042,22.0,49.0,5.0,1
2018,Austrian Grand Prix,McLaren,3,30.224,7.052,4.0,44.0,6.0,0
2018,Austrian Grand Prix,Force India,2,22.695,-0.477,14.0,42.0,7.0,0
2018,Austrian Grand Prix,Toro Rosso,1,22.011,-1.161,0.0,19.0,8.0,0
2018,Austrian Grand Prix,Sauber,2,21.441,-1.731,3.0,16.0,9.0,0
2018,Austrian Grand Prix,Williams,4,23.103,-0.069,0.0,4.0,10.0,0
2018,British Grand Prix,Ferrari,4,31.102,2.32,40.0,287.0,1.0,1
2018,British Grand Prix,Mercedes,2,28.438,-0.344,30.0,267.0,2.0,1
2018,British Grand Prix,Red Bull,4,28.163,-0.619,10.0,199.0,3.0,1
2018,British Grand Prix,Renault,3,28.624,-0.159,8.0,70.0,4.0,1
2018,British Grand Prix,Haas F1 Team,2,28.852,0.07,2.0,51.0,5.0,1
2018,British Grand Prix,Force India,3,28.966,0.184,7.0,49.0,6.0,0
2018,British Grand Prix,McLaren,4,28.424,-0.358,4.0,48.0,7.0,0
2018,British Grand Prix,Toro Rosso,2,29.221,0.439,0.0,19.0,8.0,0
2018,British Grand Prix,Sauber,2,28.036,-0.746,0.0,16.0,9.0,0
2018,British Grand Prix,Williams,2,27.999,-0.784,0.0,4.0,10.0,0
2018,German Grand Prix,Mercedes,3,23.815,2.782,43.0,310.0,1.0,1
2018,German Grand Prix,Ferrari,3,19.431,-1.602,15.0,302.0,2.0,1
2018,German Grand Prix,Red Bull,3,19.375,-1.658,12.0,211.0,3.0,1
2018,German Grand Prix,Renault,6,20.246,-0.787,10.0,80.0,4.0,1
2018,German Grand Prix,Force India,2,22.35,1.317,10.0,59.0,5.0,1
2018,German Grand Prix,Haas F1 Team,6,24.164,3.131,8.0,59.0,6.0,0
2018,German Grand Prix,McLaren,5,20.08,-0.953,0.0,48.0,7.0,0
2018,German Grand Prix,Toro Rosso,4,19.653,-1.38,1.0,20.0,8.0,0
2018,German Grand Prix,Sauber,4,19.99,-1.043,2.0,18.0,9.0,0
2018,German Grand Prix,Williams,4,21.222,0.189,0.0,4.0,10.0,0
2018,Hungarian Grand Prix,Mercedes,2,21.408,-0.741,35.0,345.0,1.0,1
2018,Hungarian Grand Prix,Ferrari,3,23.137,0.988,33.0,335.0,2.0,1
2018,Hungarian Grand Prix,Red Bull,1,21.364,-0.785,12.0,223.0,3.0,1
2018,Hungarian Grand Prix,Renault,3,22.177,0.028,2.0,82.0,4.0,1
2018,Hungarian Grand Prix,Haas F1 Team,2,23.43,1.281,7.0,66.0,5.0,1
2018,Hungarian Grand Prix,Force India,2,22.41,0.261,0.0,59.0,6.0,0
2018,Hungarian Grand Prix,McLaren,2,21.764,-0.385,4.0,52.0,7.0,0
2018,Hungarian Grand Prix,Toro Rosso,2,21.758,-0.391,8.0,28.0,8.0,0
2018,Hungarian Grand Prix,Sauber,1,22.64,0.491,0.0,18.0,9.0,0
2018,Hungarian Grand Prix,Williams,2,21.4,-0.749,0.0,4.0,10.0,0
2018,Belgian Grand Prix,Mercedes,5,23.003,0.849,30.0,375.0,1.0,1
2018,Belgian Grand Prix,Ferrari,4,25.913,3.759,25.0,360.0,2.0,1
2018,Belgian Grand Prix,Red Bull,2,21.142,-1.012,15.0,238.0,3.0,1
2018,Belgian Grand Prix,Renault,2,21.183,-0.971,0.0,82.0,4.0,1
2018,Belgian Grand Prix,Haas F1 Team,4,21.963,-0.191,10.0,76.0,5.0,1
2018,Belgian Grand Prix,McLaren,3,21.981,-0.173,0.0,52.0,6.0,0
2018,Belgian Grand Prix,Toro Rosso,4,22.622,0.468,2.0,30.0,7.0,0
2018,Belgian Grand Prix,Sauber,2,21.134,-1.02,1.0,19.0,8.0,0
2018,Belgian Grand Prix,Force India,4,21.408,-0.746,18.0,18.0,9.0,0
2018,Belgian Grand Prix,Williams,4,21.191,-0.963,0.0,4.0,10.0,0
2018,Italian Grand Prix,Mercedes,2,23.746,-2.383,40.0,415.0,1.0,1
2018,Italian Grand Prix,Ferrari,3,26.794,0.665,30.0,390.0,2.0,1
2018,Italian Grand Prix,Red Bull,2,24.404,-1.725,10.0,248.0,3.0,1
2018,Italian Grand Prix,Renault,3,25.155,-0.974,4.0,86.0,4.0,1
2018,Italian Grand Prix,Haas F1 Team,2,31.671,5.542,0.0,76.0,5.0,1
2018,Italian Grand Prix,McLaren,1,24.094,-2.035,0.0,52.0,6.0,0
2018,Italian Grand Prix,Force India,2,25.241,-0.888,14.0,32.0,7.0,0
2018,Italian Grand Prix,Toro Rosso,1,27.792,1.663,0.0,30.0,8.0,0
2018,Italian Grand Prix,Sauber,3,26.55,0.421,0.0,19.0,9.0,0
2018,Italian Grand Prix,Williams,2,25.842,-0.287,3.0,7.0,10.0,0
2018,Singapore Grand Prix,Mercedes,2,28.744,-0.808,37.0,452.0,1.0,1
2018,Singapore Grand Prix,Ferrari,2,29.118,-0.434,25.0,415.0,2.0,1
2018,Singapore Grand Prix,Red Bull,2,29.23,-0.322,26.0,274.0,3.0,1
2018,Singapore Grand Prix,Renault,2,30.712,1.16,5.0,91.0,4.0,1
2018,Singapore Grand Prix,Haas F1 Team,4,29.74,0.188,0.0,76.0,5.0,1
2018,Singapore Grand Prix,McLaren,2,30.078,0.526,6.0,58.0,6.0,0
2018,Singapore Grand Prix,Force India,3,28.293,-1.259,0.0,32.0,7.0,0
2018,Singapore Grand Prix,Toro Rosso,3,29.436,-0.116,0.0,30.0,8.0,0
2018,Singapore Grand Prix,Sauber,2,29.085,-0.467,2.0,21.0,9.0,0
2018,Singapore Grand Prix,Williams,3,31.089,1.537,0.0,7.0,10.0,0
2018,Russian Grand Prix,Mercedes,2,29.672,-0.601,43.0,495.0,1.0,1
2018,Russian Grand Prix,Ferrari,2,29.664,-0.609,27.0,442.0,2.0,1
2018,Russian Grand Prix,Red Bull,2,33.408,3.135,18.0,292.0,3.0,1
2018,Russian Grand Prix,Renault,2,30.323,0.05,0.0,91.0,4.0,1
2018,Russian Grand Prix,Haas F1 Team,2,30.187,-0.086,4.0,80.0,5.0,1
2018,Russian Grand Prix,McLaren,2,29.992,-0.281,0.0,58.0,6.0,0
2018,Russian Grand Prix,Force India,2,30.283,0.01,3.0,35.0,7.0,0
2018,Russian Grand Prix,Toro Rosso,1,29.418,-0.855,0.0,30.0,8.0,0
2018,Russian Grand Prix,Sauber,3,30.198,-0.075,6.0,27.0,9.0,0
2018,Russian Grand Prix,Williams,2,29.589,-0.684,0.0,7.0,10.0,0
2018,Japanese Grand Prix,Mercedes,2,22.696,-2.101,43.0,538.0,1.0,1
2018,Japanese Grand Prix,Ferrari,2,22.764,-2.033,18.0,460.0,2.0,1
2018,Japanese Grand Prix,Red Bull,2,25.827,1.03,27.0,319.0,3.0,1
2018,Japanese Grand Prix,Renault,2,23.516,-1.281,1.0,92.0,4.0,1
2018,Japanese Grand Prix,Haas F1 Team,2,26.35,1.553,4.0,84.0,5.0,1
2018,Japanese Grand Prix,McLaren,2,25.306,0.509,0.0,58.0,6.0,0
2018,Japanese Grand Prix,Force India,2,23.476,-1.321,8.0,43.0,7.0,0
2018,Japanese Grand Prix,Toro Rosso,2,23.243,-1.554,0.0,30.0,8.0,0
2018,Japanese Grand Prix,Sauber,3,29.602,4.805,0.0,27.0,9.0,0
2018,Japanese Grand Prix,Williams,4,25.192,0.395,0.0,7.0,10.0,0
2018,United States Grand Prix,Mercedes,3,23.695,-1.956,25.0,563.0,1.0,1
2018,United States Grand Prix,Ferrari,2,24.082,-1.569,37.0,497.0,2.0,1
2018,United States Grand Prix,Red Bull,1,23.446,-2.205,18.0,337.0,3.0,1
2018,United States Grand Prix,Renault,2,27.0,1.349,14.0,106.0,4.0,1
2018,United States Grand Prix,Haas F1 Team,2,29.414,3.763,0.0,84.0,5.0,1
2018,United States Grand Prix,McLaren,2,24.13,-1.521,0.0,58.0,6.0,0
2018,United States Grand Prix,Force India,2,25.128,-0.523,4.0,47.0,7.0,0
2018,United States Grand Prix,Toro Rosso,3,23.968,-1.683,2.0,32.0,8.0,0
2018,United States Grand Prix,Sauber,2,29.376,3.725,1.0,28.0,9.0,0
2018,United States Grand Prix,Williams,5,26.271,0.62,0.0,7.0,10.0,0
2018,Mexican Grand Prix,Mercedes,5,22.634,-0.651,22.0,585.0,1.0,1
2018,Mexican Grand Prix,Ferrari,3,22.151,-1.134,33.0,530.0,2.0,1
2018,Mexican Grand Prix,Red Bull,3,22.095,-1.19,25.0,362.0,3.0,1
2018,Mexican Grand Prix,Renault,2,22.848,-0.437,8.0,114.0,4.0,1
2018,Mexican Grand Prix,Haas F1 Team,3,22.85,-0.435,0.0,84.0,5.0,1
2018,Mexican Grand Prix,McLaren,1,22.174,-1.111,4.0,62.0,6.0,0
2018,Mexican Grand Prix,Force India,3,24.772,1.487,0.0,47.0,7.0,0
2018,Mexican Grand Prix,Sauber,2,26.997,3.712,8.0,36.0,8.0,0
2018,Mexican Grand Prix,Toro Rosso,4,22.808,-0.477,1.0,33.0,9.0,0
2018,Mexican Grand Prix,Williams,3,23.518,0.233,0.0,7.0,10.0,0
2018,Brazilian Grand Prix,Mercedes,3,22.774,-1.309,35.0,620.0,1.0,1
2018,Brazilian Grand Prix,Ferrari,3,22.667,-1.416,23.0,553.0,2.0,1
2018,Brazilian Grand Prix,Red Bull,2,23.366,-0.717,30.0,392.0,3.0,1
2018,Brazilian Grand Prix,Renault,2,23.854,-0.229,0.0,114.0,4.0,1
2018,Brazilian Grand Prix,Haas F1 Team,2,23.259,-0.824,6.0,90.0,5.0,1
2018,Brazilian Grand Prix,McLaren,3,26.472,2.389,0.0,62.0,6.0,0
2018,Brazilian Grand Prix,Force India,3,27.31,3.227,1.0,48.0,7.0,0
2018,Brazilian Grand Prix,Sauber,2,23.485,-0.598,6.0,42.0,8.0,0
2018,Brazilian Grand Prix,Toro Rosso,2,23.59,-0.493,0.0,33.0,9.0,0
2018,Brazilian Grand Prix,Williams,3,24.055,-0.028,0.0,7.0,10.0,0
2018,Abu Dhabi Grand Prix,Mercedes,3,21.391,-1.522,35.0,655.0,1.0,1
2018,Abu Dhabi Grand Prix,Ferrari,1,22.63,-0.283,18.0,571.0,2.0,1
2018,Abu Dhabi Grand Prix,Red Bull,2,21.059,-1.854,27.0,419.0,3.0,1
2018,Abu Dhabi Grand Prix,Renault,1,21.964,-0.949,8.0,122.0,4.0,1
2018,Abu Dhabi Grand Prix,Haas F1 Team,2,21.97,-0.943,3.0,93.0,5.0,1
2018,Abu Dhabi Grand Prix,McLaren,2,22.022,-0.891,0.0,62.0,6.0,0
2018,Abu Dhabi Grand Prix,Force India,2,22.045,-0.868,4.0,52.0,7.0,0
2018,Abu Dhabi Grand Prix,Sauber,1,21.828,-1.085,6.0,48.0,8.0,0
2018,Abu Dhabi Grand Prix,Toro Rosso,2,31.752,8.839,0.0,33.0,9.0,0
2018,Abu Dhabi Grand Prix,Williams,2,22.472,-0.441,0.0,7.0,10.0,0
2019,Australian Grand Prix,Mercedes,2,21.764,-1.672,44.0,44.0,1.0,1
2019,Australian Grand Prix,Ferrari,2,22.15,-1.286,22.0,22.0,2.0,1
2019,Australian Grand Prix,Red Bull,2,21.213,-2.223,15.0,15.0,3.0,1
2019,Australian Grand Prix,Haas F1 Team,2,26.184,2.748,8.0,8.0,4.0,1
2019,Australian Grand Prix,Renault,2,27.308,3.872,6.0,6.0,5.0,1
2019,Australian Grand Prix,Alfa Romeo,2,25.236,1.8,4.0,4.0,6.0,0
2019,Australian Grand Prix,Racing Point,2,22.852,-0.584,2.0,2.0,7.0,0
2019,Australian Grand Prix,Toro Rosso,2,21.933,-1.503,1.0,1.0,8.0,0
2019,Australian Grand Prix,McLaren,1,21.627,-1.809,0.0,0.0,9.0,0
2019,Australian Grand Prix,Williams,5,24.092,0.656,0.0,0.0,10.0,0
2019,Bahrain Grand Prix,Mercedes,4,24.469,-2.012,43.0,87.0,1.0,1
2019,Bahrain Grand Prix,Ferrari,5,26.302,-0.179,26.0,48.0,2.0,1
2019,Bahrain Grand Prix,Red Bull,4,25.742,-0.739,16.0,31.0,3.0,1
2019,Bahrain Grand Prix,Alfa Romeo,4,25.968,-0.513,6.0,10.0,4.0,1
2019,Bahrain Grand Prix,McLaren,5,28.891,2.41,8.0,8.0,5.0,1
2019,Bahrain Grand Prix,Haas F1 Team,3,27.671,1.19,0.0,8.0,6.0,0
2019,Bahrain Grand Prix,Renault,3,25.476,-1.005,0.0,6.0,7.0,0
2019,Bahrain Grand Prix,Toro Rosso,4,26.942,0.461,2.0,3.0,8.0,0
2019,Bahrain Grand Prix,Racing Point,4,28.718,2.237,1.0,3.0,9.0,0
2019,Bahrain Grand Prix,Williams,4,24.631,-1.85,0.0,0.0,10.0,0
2019,Chinese Grand Prix,Mercedes,4,23.13,-2.26,43.0,130.0,1.0,1
2019,Chinese Grand Prix,Ferrari,4,23.053,-2.337,25.0,73.0,2.0,1
2019,Chinese Grand Prix,Red Bull,5,22.604,-2.786,21.0,52.0,3.0,1
2019,Chinese Grand Prix,Renault,2,23.806,-1.584,6.0,12.0,4.0,1
2019,Chinese Grand Prix,Alfa Romeo,3,24.736,-0.654,2.0,12.0,5.0,1
2019,Chinese Grand Prix,Haas F1 Team,4,23.532,-1.858,0.0,8.0,6.0,0
2019,Chinese Grand Prix,McLaren,5,35.062,9.672,0.0,8.0,7.0,0
2019,Chinese Grand Prix,Racing Point,3,23.571,-1.819,4.0,7.0,8.0,0
2019,Chinese Grand Prix,Toro Rosso,4,27.432,2.042,1.0,4.0,9.0,0
2019,Chinese Grand Prix,Williams,3,26.975,1.585,0.0,0.0,10.0,0
2019,Azerbaijan Grand Prix,Mercedes,2,19.999,-0.684,43.0,173.0,1.0,1
2019,Azerbaijan Grand Prix,Ferrari,3,20.073,-0.61,26.0,99.0,2.0,1
2019,Azerbaijan Grand Prix,Red Bull,1,20.973,0.29,12.0,64.0,3.0,1
2019,Azerbaijan Grand Prix,McLaren,3,20.551,-0.132,10.0,18.0,4.0,1
2019,Azerbaijan Grand Prix,Racing Point,2,22.019,1.336,10.0,17.0,5.0,1
2019,Azerbaijan Grand Prix,Alfa Romeo,2,21.088,0.405,1.0,13.0,6.0,0
2019,Azerbaijan Grand Prix,Renault,3,21.026,0.343,0.0,12.0,7.0,0
2019,Azerbaijan Grand Prix,Haas F1 Team,3,20.628,-0.055,0.0,8.0,8.0,0
2019,Azerbaijan Grand Prix,Toro Rosso,2,20.867,0.184,0.0,4.0,9.0,0
2019,Azerbaijan Grand Prix,Williams,5,19.607,-1.076,0.0,0.0,10.0,0
2019,Spanish Grand Prix,Mercedes,4,22.207,-0.869,44.0,217.0,1.0,1
2019,Spanish Grand Prix,Ferrari,4,22.668,-0.408,22.0,121.0,2.0,1
2019,Spanish Grand Prix,Red Bull,4,22.404,-0.672,23.0,87.0,3.0,1
2019,Spanish Grand Prix,McLaren,3,21.531,-1.545,4.0,22.0,4.0,1
2019,Spanish Grand Prix,Racing Point,3,22.999,-0.077,0.0,17.0,5.0,1
2019,Spanish Grand Prix,Haas F1 Team,4,22.532,-0.544,7.0,15.0,6.0,0
2019,Spanish Grand Prix,Alfa Romeo,4,22.695,-0.381,0.0,13.0,7.0,0
2019,Spanish Grand Prix,Renault,3,22.425,-0.651,0.0,12.0,8.0,0
2019,Spanish Grand Prix,Toro Rosso,4,29.202,6.126,2.0,6.0,9.0,0
2019,Spanish Grand Prix,Williams,4,22.096,-0.98,0.0,0.0,10.0,0
2019,Monaco Grand Prix,Mercedes,3,24.691,-0.84,40.0,257.0,1.0,1
2019,Monaco Grand Prix,Ferrari,3,25.384,-0.147,18.0,139.0,2.0,1
2019,Monaco Grand Prix,Red Bull,3,24.01,-1.521,23.0,110.0,3.0,1
2019,Monaco Grand Prix,McLaren,2,24.41,-1.121,8.0,30.0,4.0,1
2019,Monaco Grand Prix,Racing Point,2,26.527,0.996,0.0,17.0,5.0,1
2019,Monaco Grand Prix,Haas F1 Team,2,24.819,-0.712,1.0,16.0,6.0,0
2019,Monaco Grand Prix,Toro Rosso,2,24.542,-0.989,10.0,16.0,7.0,0
2019,Monaco Grand Prix,Renault,2,24.9,-0.631,2.0,14.0,8.0,0
2019,Monaco Grand Prix,Alfa Romeo,2,30.975,5.444,0.0,13.0,9.0,0
2019,Monaco Grand Prix,Williams,2,25.056,-0.475,0.0,0.0,10.0,0
2019,Canadian Grand Prix,Mercedes,3,23.704,-1.023,38.0,295.0,1.0,1
2019,Canadian Grand Prix,Ferrari,2,23.757,-0.97,33.0,172.0,2.0,1
2019,Canadian Grand Prix,Red Bull,2,23.456,-1.271,14.0,124.0,3.0,1
2019,Canadian Grand Prix,McLaren,1,24.727,-0.0,0.0,30.0,4.0,1
2019,Canadian Grand Prix,Renault,2,23.978,-0.749,14.0,28.0,5.0,1
2019,Canadian Grand Prix,Racing Point,2,23.902,-0.825,2.0,19.0,6.0,0
2019,Canadian Grand Prix,Toro Rosso,2,30.888,6.161,1.0,17.0,7.0,0
2019,Canadian Grand Prix,Haas F1 Team,2,24.226,-0.501,0.0,16.0,8.0,0
2019,Canadian Grand Prix,Alfa Romeo,3,24.631,-0.096,0.0,13.0,9.0,0
2019,Canadian Grand Prix,Williams,3,24.005,-0.722,0.0,0.0,10.0,0
2019,French Grand Prix,Mercedes,2,30.299,-0.8,43.0,338.0,1.0,1
2019,French Grand Prix,Ferrari,3,30.238,-0.861,26.0,198.0,2.0,1
2019,French Grand Prix,Red Bull,2,30.173,-0.926,13.0,137.0,3.0,1
2019,French Grand Prix,McLaren,2,30.248,-0.851,10.0,40.0,4.0,1
2019,French Grand Prix,Renault,2,30.958,-0.141,4.0,32.0,5.0,1
2019,French Grand Prix,Racing Point,2,34.068,2.969,0.0,19.0,6.0,0
2019,French Grand Prix,Alfa Romeo,3,30.838,-0.261,6.0,19.0,7.0,0
2019,French Grand Prix,Toro Rosso,2,30.256,-0.843,0.0,17.0,8.0,0
2019,French Grand Prix,Haas F1 Team,2,30.834,-0.265,0.0,16.0,9.0,0
2019,French Grand Prix,Williams,3,33.079,1.98,0.0,0.0,10.0,0
2019,Austrian Grand Prix,Mercedes,2,26.31,3.828,25.0,363.0,1.0,1
2019,Austrian Grand Prix,Ferrari,3,23.122,0.64,30.0,228.0,2.0,1
2019,Austrian Grand Prix,Red Bull,2,21.675,-0.807,32.0,169.0,3.0,1
2019,Austrian Grand Prix,McLaren,2,21.406,-1.076,12.0,52.0,4.0,1
2019,Austrian Grand Prix,Renault,2,22.145,-0.337,0.0,32.0,5.0,1
2019,Austrian Grand Prix,Alfa Romeo,2,21.69,-0.792,3.0,22.0,6.0,0
2019,Austrian Grand Prix,Racing Point,2,22.156,-0.326,0.0,19.0,7.0,0
2019,Austrian Grand Prix,Toro Rosso,2,23.158,0.676,0.0,17.0,8.0,0
2019,Austrian Grand Prix,Haas F1 Team,4,21.01,-1.472,0.0,16.0,9.0,0
2019,Austrian Grand Prix,Williams,2,22.148,-0.334,0.0,0.0,10.0,0
